depth,time,value
0,2014-11-27 06:00:00.0,21.256855
0,2014-11-27 06:30:00.0,21.471103
0,2014-11-27 07:00:00.0,21.613602
0,2014-11-27 07:30:00.0,21.733182
0,2014-11-27 08:00:00.0,21.82785
0,2014-11-27 08:30:00.0,21.899598
0,2014-11-27 09:00:00.0,21.899598
0,2014-11-27 09:30:00.0,21.851766
0,2014-11-27 10:00:00.0,21.82785
0,2014-11-27 10:30:00.0,21.803934
0,2014-11-27 11:00:00.0,21.757098
0,2014-11-27 11:30:00.0,21.757098
0,2014-11-27 12:00:00.0,21.757098
0,2014-11-27 12:30:00.0,21.709266
0,2014-11-27 13:00:00.0,21.68535
0,2014-11-27 13:30:00.0,21.661434
0,2014-11-27 14:00:00.0,21.637518
0,2014-11-27 14:30:00.0,21.566767
0,2014-11-27 15:00:00.0,21.518935
0,2014-11-27 15:30:00.0,21.518935
0,2014-11-27 16:00:00.0,21.471103
0,2014-11-27 16:30:00.0,21.447186
0,2014-11-27 17:00:00.0,21.423271
0,2014-11-27 17:30:00.0,21.399355
0,2014-11-27 18:00:00.0,21.376435
0,2014-11-27 18:30:00.0,21.376435
0,2014-11-27 19:00:00.0,21.352519
0,2014-11-27 19:30:00.0,21.328603
0,2014-11-27 20:00:00.0,21.328603
0,2014-11-27 20:30:00.0,21.280771
0,2014-11-27 21:00:00.0,21.256855
0,2014-11-27 21:30:00.0,21.232939
0,2014-11-27 22:00:00.0,21.186104
0,2014-11-27 22:30:00.0,21.210019
0,2014-11-27 23:00:00.0,21.280771
0,2014-11-27 23:30:00.0,21.280771
0,2014-11-28 00:00:00.0,21.423271
0,2014-11-28 00:30:00.0,21.447186
0,2014-11-28 01:00:00.0,21.542851
0,2014-11-28 01:30:00.0,21.68535
0,2014-11-28 02:00:00.0,21.709266
0,2014-11-28 02:30:00.0,21.875682
0,2014-11-28 03:00:00.0,22.137761
0,2014-11-28 03:30:00.0,22.304177
0,2014-11-28 04:00:00.0,22.423757
0,2014-11-28 04:30:00.0,22.639001
0,2014-11-28 05:00:00.0,22.639001
0,2014-11-28 05:30:00.0,22.924996
0,2014-11-28 06:00:00.0,23.044576
0,2014-11-28 06:30:00.0,23.164156
0,2014-11-28 07:00:00.0,23.25982
0,2014-11-28 07:30:00.0,23.211988
0,2014-11-28 08:00:00.0,23.188072
0,2014-11-28 08:30:00.0,23.116324
0,2014-11-28 09:00:00.0,23.092408
0,2014-11-28 09:30:00.0,23.044576
0,2014-11-28 10:00:00.0,22.924996
0,2014-11-28 10:30:00.0,22.805416
0,2014-11-28 11:00:00.0,22.757584
0,2014-11-28 11:30:00.0,22.686832
0,2014-11-28 12:00:00.0,22.591169
0,2014-11-28 12:30:00.0,22.519421
0,2014-11-28 13:00:00.0,22.471589
0,2014-11-28 13:30:00.0,22.423757
0,2014-11-28 14:00:00.0,22.375925
0,2014-11-28 14:30:00.0,22.328093
0,2014-11-28 15:00:00.0,22.328093
0,2014-11-28 15:30:00.0,22.281257
0,2014-11-28 16:00:00.0,22.185593
0,2014-11-28 16:30:00.0,22.113845
0,2014-11-28 17:00:00.0,22.089929
0,2014-11-28 17:30:00.0,22.018181
0,2014-11-28 18:00:00.0,21.971345
0,2014-11-28 18:30:00.0,21.923514
0,2014-11-28 19:00:00.0,21.899598
0,2014-11-28 19:30:00.0,21.82785
0,2014-11-28 20:00:00.0,21.780018
0,2014-11-28 20:30:00.0,21.757098
0,2014-11-28 21:00:00.0,21.733182
0,2014-11-28 21:30:00.0,21.661434
0,2014-11-28 22:00:00.0,21.637518
0,2014-11-28 22:30:00.0,21.589686
0,2014-11-28 23:00:00.0,21.637518
0,2014-11-28 23:30:00.0,21.661434
0,2014-11-29 00:00:00.0,21.803934
0,2014-11-29 00:30:00.0,21.851766
0,2014-11-29 01:00:00.0,21.971345
0,2014-11-29 01:30:00.0,22.137761
0,2014-11-29 02:00:00.0,22.233425
0,2014-11-29 02:30:00.0,22.471589
0,2014-11-29 03:00:00.0,22.686832
0,2014-11-29 03:30:00.0,22.710749
0,2014-11-29 04:00:00.0,23.164156
0,2014-11-29 04:30:00.0,23.283736
0,2014-11-29 05:00:00.0,23.499977
0,2014-11-29 05:30:00.0,23.619556
0,2014-11-29 06:00:00.0,23.691305
0,2014-11-29 06:30:00.0,23.834801
0,2014-11-29 07:00:00.0,23.931461
0,2014-11-29 07:30:00.0,23.979293
0,2014-11-29 08:00:00.0,24.074957
0,2014-11-29 08:30:00.0,24.147702
0,2014-11-29 09:00:00.0,24.21945
0,2014-11-29 09:30:00.0,24.147702
0,2014-11-29 10:00:00.0,24.098873
0,2014-11-29 10:30:00.0,24.027125
0,2014-11-29 11:00:00.0,23.907545
0,2014-11-29 11:30:00.0,23.763053
0,2014-11-29 12:00:00.0,23.619556
0,2014-11-29 12:30:00.0,23.403316
0,2014-11-29 13:00:00.0,23.188072
0,2014-11-29 13:30:00.0,23.02066
0,2014-11-29 14:00:00.0,22.734665
0,2014-11-29 14:30:00.0,22.567253
0,2014-11-29 15:00:00.0,22.399841
0,2014-11-29 15:30:00.0,22.209509
0,2014-11-29 16:00:00.0,22.137761
0,2014-11-29 16:30:00.0,22.042097
0,2014-11-29 17:00:00.0,22.018181
0,2014-11-29 17:30:00.0,21.995261
0,2014-11-29 18:00:00.0,21.971345
