depth,time,value
10,2002-04-05 10:30:00.0,28.8
10,2002-04-05 11:30:00.0,28.8
10,2002-04-05 12:30:00.0,28.8
10,2002-04-05 13:30:00.0,28.8
10,2002-04-05 14:30:00.0,28.8
10,2002-04-05 15:30:00.0,28.8
10,2002-04-05 16:30:00.0,28.8
10,2002-04-05 17:30:00.0,28.8
10,2002-04-05 18:30:00.0,28.8
10,2002-04-05 19:30:00.0,28.8
10,2002-04-05 20:30:00.0,28.8
10,2002-04-05 21:30:00.0,28.8
10,2002-04-05 22:30:00.0,28.8
10,2002-04-05 23:30:00.0,28.8
10,2002-04-06 00:30:00.0,28.8
10,2002-04-06 01:30:00.0,28.8
10,2002-04-06 02:30:00.0,28.8
10,2002-04-06 03:30:00.0,28.8
10,2002-04-06 04:30:00.0,28.8
10,2002-04-06 05:30:00.0,28.8
10,2002-04-06 06:30:00.0,28.8
10,2002-04-06 07:30:00.0,28.8
10,2002-04-06 08:30:00.0,28.8
10,2002-04-06 09:30:00.0,28.8
10,2002-04-06 10:30:00.0,29.2
10,2002-04-06 11:30:00.0,28.8
10,2002-04-06 12:30:00.0,28.8
10,2002-04-06 13:30:00.0,28.8
10,2002-04-06 14:30:00.0,28.8
10,2002-04-06 15:30:00.0,28.8
10,2002-04-06 16:30:00.0,28.8
10,2002-04-06 17:30:00.0,28.8
10,2002-04-06 18:30:00.0,28.8
10,2002-04-06 19:30:00.0,28.8
10,2002-04-06 20:30:00.0,28.8
10,2002-04-06 21:30:00.0,28.8
10,2002-04-06 22:30:00.0,28.8
10,2002-04-06 23:30:00.0,28.8
10,2002-04-07 00:30:00.0,28.8
10,2002-04-07 01:30:00.0,28.8
10,2002-04-07 02:30:00.0,28.8
10,2002-04-07 03:30:00.0,28.8
10,2002-04-07 04:30:00.0,28.8
10,2002-04-07 05:30:00.0,28.8
10,2002-04-07 06:30:00.0,28.8
10,2002-04-07 07:30:00.0,28.8
10,2002-04-07 08:30:00.0,28.8
10,2002-04-07 09:30:00.0,28.8
10,2002-04-07 10:30:00.0,28.8
10,2002-04-07 11:30:00.0,28.8
10,2002-04-07 12:30:00.0,28.8
10,2002-04-07 13:30:00.0,28.8
10,2002-04-07 14:30:00.0,28.8
10,2002-04-07 15:30:00.0,28.8
10,2002-04-07 16:30:00.0,28.8
10,2002-04-07 17:30:00.0,28.8
10,2002-04-07 18:30:00.0,28.8
10,2002-04-07 19:30:00.0,28.8
10,2002-04-07 20:30:00.0,28.8
10,2002-04-07 21:30:00.0,28.8
10,2002-04-07 22:30:00.0,28.8
10,2002-04-07 23:30:00.0,28.4
10,2002-04-08 00:30:00.0,28.1
10,2002-04-08 01:30:00.0,28.4
10,2002-04-08 02:30:00.0,28.4
10,2002-04-08 03:30:00.0,28.4
10,2002-04-08 04:30:00.0,28.4
10,2002-04-08 05:30:00.0,28.4
10,2002-04-08 06:30:00.0,28.4
10,2002-04-08 07:30:00.0,28.8
10,2002-04-08 08:30:00.0,28.8
10,2002-04-08 09:30:00.0,28.8
10,2002-04-08 10:30:00.0,28.8
10,2002-04-08 11:30:00.0,28.8
10,2002-04-08 12:30:00.0,28.8
10,2002-04-08 13:30:00.0,28.8
10,2002-04-08 14:30:00.0,28.8
10,2002-04-08 15:30:00.0,28.8
10,2002-04-08 16:30:00.0,28.8
10,2002-04-08 17:30:00.0,28.8
10,2002-04-08 18:30:00.0,28.8
10,2002-04-08 19:30:00.0,28.8
10,2002-04-08 20:30:00.0,28.8
10,2002-04-08 21:30:00.0,28.8
10,2002-04-08 22:30:00.0,28.8
10,2002-04-08 23:30:00.0,28.8
10,2002-04-09 00:30:00.0,28.8
10,2002-04-09 01:30:00.0,28.8
10,2002-04-09 02:30:00.0,28.8
10,2002-04-09 03:30:00.0,28.8
10,2002-04-09 04:30:00.0,28.8
10,2002-04-09 05:30:00.0,28.8
10,2002-04-09 06:30:00.0,28.8
10,2002-04-09 07:30:00.0,28.8
10,2002-04-09 08:30:00.0,28.8
10,2002-04-09 09:30:00.0,28.8
10,2002-04-09 10:30:00.0,28.8
10,2002-04-09 11:30:00.0,28.8
10,2002-04-09 12:30:00.0,28.8
10,2002-04-09 13:30:00.0,28.8
10,2002-04-09 14:30:00.0,28.8
10,2002-04-09 15:30:00.0,28.8
10,2002-04-09 16:30:00.0,28.8
10,2002-04-09 17:30:00.0,28.8
10,2002-04-09 18:30:00.0,28.8
10,2002-04-09 19:30:00.0,28.8
10,2002-04-09 20:30:00.0,28.8
10,2002-04-09 21:30:00.0,28.4
10,2002-04-09 22:30:00.0,28.4
10,2002-04-09 23:30:00.0,28.4
10,2002-04-10 00:30:00.0,28.4
10,2002-04-10 01:30:00.0,28.4
10,2002-04-10 02:30:00.0,28.4
10,2002-04-10 03:30:00.0,28.4
10,2002-04-10 04:30:00.0,28.4
10,2002-04-10 05:30:00.0,28.4
10,2002-04-10 06:30:00.0,28.8
10,2002-04-10 07:30:00.0,28.8
10,2002-04-10 08:30:00.0,28.8
10,2002-04-10 09:30:00.0,28.8
10,2002-04-10 10:30:00.0,28.8
10,2002-04-10 11:30:00.0,28.8
10,2002-04-10 12:30:00.0,28.8
10,2002-04-10 13:30:00.0,28.8
10,2002-04-10 14:30:00.0,28.8
10,2002-04-10 15:30:00.0,28.8
10,2002-04-10 16:30:00.0,28.8
10,2002-04-10 17:30:00.0,28.8
10,2002-04-10 18:30:00.0,28.8
10,2002-04-10 19:30:00.0,28.4
10,2002-04-10 20:30:00.0,28.8
10,2002-04-10 21:30:00.0,28.4
10,2002-04-10 22:30:00.0,28.8
10,2002-04-10 23:30:00.0,28.4
10,2002-04-11 00:30:00.0,28.4
