depth,time,value
2,2018-06-20 14:40:00.0,22.560665
2,2018-06-20 14:50:00.0,22.48063
2,2018-06-20 15:00:00.0,22.400594
2,2018-06-20 15:10:00.0,22.320559
2,2018-06-20 15:20:00.0,22.240524
2,2018-06-20 15:30:00.0,22.170493
2,2018-06-20 15:40:00.0,22.090457
2,2018-06-20 15:50:00.0,22.020426
2,2018-06-20 16:00:00.0,21.950395
2,2018-06-20 16:10:00.0,21.880364
2,2018-06-20 16:20:00.0,21.810333
2,2018-06-20 16:30:00.0,21.750307
2,2018-06-20 16:40:00.0,21.69028
2,2018-06-20 16:50:00.0,21.640258
2,2018-06-20 17:00:00.0,21.580231
2,2018-06-20 17:10:00.0,21.530209
2,2018-06-20 17:20:00.0,21.470183
2,2018-06-20 17:30:00.0,21.42016
2,2018-06-20 17:40:00.0,21.370138
2,2018-06-20 17:50:00.0,21.320116
2,2018-06-20 18:00:00.0,21.270094
2,2018-06-20 18:10:00.0,21.220072
2,2018-06-20 18:20:00.0,21.180054
2,2018-06-20 18:30:00.0,21.130032
2,2018-06-20 18:40:00.0,21.090014
2,2018-06-20 18:50:00.0,21.049997
2,2018-06-20 19:00:00.0,20.999974
2,2018-06-20 19:10:00.0,20.959957
2,2018-06-20 19:20:00.0,20.909935
2,2018-06-20 19:30:00.0,20.859912
2,2018-06-20 19:40:00.0,20.819895
2,2018-06-20 19:50:00.0,20.769873
2,2018-06-20 20:00:00.0,20.71985
2,2018-06-20 20:10:00.0,20.669828
2,2018-06-20 20:20:00.0,20.629811
2,2018-06-20 20:30:00.0,20.579788
2,2018-06-20 20:40:00.0,20.529766
2,2018-06-20 20:50:00.0,20.479744
2,2018-06-20 21:00:00.0,20.429722
2,2018-06-20 21:10:00.0,20.3797
2,2018-06-20 21:20:00.0,20.339682
2,2018-06-20 21:30:00.0,20.299664
2,2018-06-20 21:40:00.0,20.319673
2,2018-06-20 21:50:00.0,20.389704
2,2018-06-20 22:00:00.0,20.439726
2,2018-06-20 22:10:00.0,20.649819
2,2018-06-20 22:20:00.0,21.270094
2,2018-06-20 22:30:00.0,22.090457
2,2018-06-20 22:40:00.0,22.900816
2,2018-06-20 22:50:00.0,23.621135
2,2018-06-20 23:00:00.0,24.211396
2,2018-06-20 23:10:00.0,24.651591
2,2018-06-20 23:20:00.0,25.061772
2,2018-06-20 23:30:00.0,25.421932
2,2018-06-20 23:40:00.0,25.361905
2,2018-06-20 23:50:00.0,25.341896
2,2018-06-21 00:00:00.0,25.431936
2,2018-06-21 00:10:00.0,25.571998
2,2018-06-21 00:20:00.0,25.742074
2,2018-06-21 00:30:00.0,25.922153
2,2018-06-21 00:40:00.0,26.122242
2,2018-06-21 00:50:00.0,26.272308
2,2018-06-21 01:00:00.0,26.452388
2,2018-06-21 01:10:00.0,26.662481
2,2018-06-21 01:20:00.0,26.782534
2,2018-06-21 01:30:00.0,26.832556
2,2018-06-21 01:40:00.0,26.86257
2,2018-06-21 01:50:00.0,26.86257
2,2018-06-21 02:00:00.0,26.802543
2,2018-06-21 02:10:00.0,26.802543
2,2018-06-21 02:20:00.0,26.86257
2,2018-06-21 02:30:00.0,26.962614
2,2018-06-21 02:40:00.0,27.042649
2,2018-06-21 02:50:00.0,27.152698
2,2018-06-21 03:00:00.0,27.232733
2,2018-06-21 03:10:00.0,27.29276
2,2018-06-21 03:20:00.0,27.322773
2,2018-06-21 03:30:00.0,27.312769
2,2018-06-21 03:40:00.0,27.282756
2,2018-06-21 03:50:00.0,27.282756
2,2018-06-21 04:00:00.0,27.302764
2,2018-06-21 04:10:00.0,27.322773
2,2018-06-21 04:20:00.0,27.362791
2,2018-06-21 04:30:00.0,27.392804
2,2018-06-21 04:40:00.0,27.392804
2,2018-06-21 04:50:00.0,27.402809
2,2018-06-21 05:00:00.0,27.442826
2,2018-06-21 05:10:00.0,27.47284
2,2018-06-21 05:20:00.0,27.502853
