country	source	sector	gas	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017
ANNEXI	UNFCCC_AI	Waste	CH₄	557.8446772	564.2959422	565.504789	564.564147	563.4314015	560.4498248	554.998455	543.6760102	530.588507	520.5360243	515.1154564	507.1571324	502.7344132	498.9408132	490.5457089	480.6018583	474.9446948	468.0418517	459.3544363	450.8560067	446.0623643	432.9996927	429.2236288	420.0384198	417.2624962	416.2165608	411.164447	409.3648451
ANNEXI	UNFCCC_AI	Other	CH₄	0.001330453	0.001307954	0.001296646	0.001284492	0.001273929	0.001263653	0.001238432	0.001225628	0.001166186	0.001217688	0.001235783	0.001273286	0.001229675	0.001280441	0.001272756	0.001256754	0.001207348	0.001268056	0.001227754	0.001212295	0.001200309	0.00122932	0.001254549	0.001269322	0.001135513	0.001176442	0.001177849	0.001200873
ANNEXI	UNFCCC_AI	Energy	CO₂	14003.41391	13780.39872	13324.10554	13212.48164	13042.31693	13115.46784	13415.89987	13310.01496	13323.78304	13380.32068	13587.45396	13624.79759	13666.97969	13880.28173	13996.49673	14053.08407	14027.86348	14134.28531	13819.51825	12951.6157	13359.17699	13211.58405	13034.26321	13034.68636	12833.03936	12687.48299	12565.21394	12577.21888
ANNEXI	UNFCCC_AI	Industrial Processes and Product Use	CO₂	1027.736655	954.4292042	920.2068098	873.219058	869.9149725	890.8013648	871.8722669	884.2760623	862.399438	875.7686425	902.1761964	868.9335896	872.4259743	892.5391574	930.4590463	919.3167106	946.4399796	965.4510477	916.9955146	758.7396764	841.4652675	861.8490826	849.4932275	846.9102228	845.5595919	830.6395763	824.5904097	831.2081842
ANNEXI	UNFCCC_AI	Agriculture	CO₂	40.84827476	36.03593544	32.55527877	29.41269765	26.15736818	26.46955677	24.72275045	24.50633835	25.46250817	25.19646444	25.13209141	24.9150183	26.14672979	26.85768439	25.93288343	26.08681757	25.42234122	26.29556901	26.60247645	25.00064536	26.60925003	26.56893543	29.37936151	27.9163747	28.68473316	28.84675924	29.29009257	29.72860692
ANNEXI	UNFCCC_AI	Land Use, Land-Use Change and Forestry	CO₂	-1333.349714	-1401.646628	-1424.36191	-1411.784989	-1571.459504	-1618.320968	-1776.693225	-1818.159443	-1955.238599	-1960.75727	-1944.64838	-1971.757583	-1983.400252	-1901.97773	-1892.988948	-1920.883703	-1944.177079	-1882.830391	-1936.71592	-2046.411924	-2055.577405	-2060.575575	-2059.597238	-2023.293696	-1929.459816	-1981.228435	-1982.878472	-1916.08023
ANNEXI	UNFCCC_AI	Waste	CO₂	18.7729445	18.76125098	19.87439515	19.51774972	21.77087374	21.87278778	22.11738182	22.06154379	21.91335782	21.38657985	21.51124847	20.33277643	19.96529872	20.12189456	19.27993835	18.78658687	17.97155149	18.12516464	19.13769416	16.50761366	16.84373537	15.87675432	16.44189524	16.24978921	15.79088763	15.43257704	14.92641257	14.87933516
ANNEXI	UNFCCC_AI	Other	CO₂	0.013834109	0.013867384	0.01388116	0.013874144	0.013876334	0.01387273	0.013860341	0.013860447	0.012935037	0.014140507	0.014707821	0.015489321	0.014650821	0.015693321	0.015561321	0.015258321	0.014283321	0.015507321	0.014718321	0.014413821	0.014176821	0.015058829	0.015396114	0.015056467	0.012431467	0.013281967	0.013043459	0.013455959
ANNEXI	UNFCCC_AI	Energy	N₂O	134.3929593	134.0376189	134.7847194	136.4036133	138.4209844	142.7145965	145.4447779	147.4329991	148.3040839	145.691342	145.148332	142.4834797	139.922244	140.1273751	138.9012127	137.2311512	134.6580304	131.1767419	127.8491651	120.5632363	121.6947857	119.0769242	112.0247483	111.7337464	109.7473724	106.6659327	104.872974	103.4063856
ANNEXI	UNFCCC_AI	Industrial Processes and Product Use	N₂O	188.198589	180.7627715	174.5308404	169.1571041	175.2112244	178.4282819	184.5339449	172.4026794	139.9605857	110.7277394	115.4233316	108.1735636	103.7623391	103.333844	105.0007212	106.466786	98.25633234	102.296627	81.93843819	68.30727657	61.5167986	62.23492655	54.62138907	49.27199852	50.25045114	48.90913393	49.48229602	48.77645502
ANNEXI	UNFCCC_AI	Agriculture	N₂O	742.5620316	712.6713272	689.4649112	684.5789626	651.2747249	647.5903386	647.7093794	643.8244799	654.2944884	628.8200292	627.6925247	630.3203765	624.277962	622.6469741	653.6243613	621.2302584	629.6420758	637.1181141	639.4606359	637.8259362	639.6659796	641.8877852	626.040468	655.5282995	657.3200725	671.9852543	671.1810894	678.8196897
ANNEXI	UNFCCC_AI	Land Use, Land-Use Change and Forestry	N₂O	38.32993031	42.19612757	42.64896688	42.40515224	45.06810344	37.51011764	42.0046152	37.54804457	46.62982262	44.61599476	49.42302778	41.00645283	46.29369502	46.56351258	43.49925741	49.11054726	52.43331346	53.23685017	52.17404068	54.36407788	43.00337367	44.93760956	47.9783906	44.20734533	46.36243471	48.80342504	47.26127616	44.81583924
ANNEXI	UNFCCC_AI	Waste	N₂O	24.29031337	24.23355421	24.12576696	24.17261683	24.52337734	24.86008875	24.97224054	25.21237172	25.67371789	25.98598275	26.33082094	27.09335708	27.42418064	27.77285689	27.92299982	28.65181058	29.05531694	29.30887018	29.44892748	29.70726487	30.53093025	30.65976945	30.905864	31.35886682	31.71935096	32.17258188	32.6512905	33.17132898
ANNEXI	UNFCCC_AI	Other	N₂O	0.000692036	0.00067647	0.000663996	0.000651593	0.000639315	0.000627135	0.000613165	0.000602235	0.000544441	0.000595102	0.000613371	0.000649187	0.000605225	0.000654646	0.000645691	0.000628262	0.000577495	0.000638579	0.000602218	0.000586235	0.000573597	0.000614625	0.000641681	0.000658803	0.000526864	0.000567723	0.000556176	0.000576344
ANNEXI	UNFCCC_AI	Total GHG emissions with LULUCF	Aggregate F-gases	286.0091741	278.3095561	270.6939551	263.9047713	271.7676501	305.0958593	317.9641448	332.7529797	348.423615	327.3009609	326.6916912	302.6258601	304.2785527	292.7154849	304.5280941	314.30818	320.5514018	337.696007	344.6392519	330.4261412	350.594676	359.9325207	373.9609143	382.9770828	392.1905037	393.4320468	400.5220745	416.4251171
ANNEXI	UNFCCC_AI	Total GHG emissions without LULUCF	Aggregate GHGs	18978.88622	18585.77177	18007.40303	17776.02942	17540.76004	17639.17506	17914.37429	17786.2252	17725.2138	17688.86703	17894.94437	17851.63289	17852.73296	18072.47515	18251.00571	18265.95484	18263.21713	18411.90679	18024.95985	16897.71908	17414.64856	17276.03059	17062.43706	17074.0452	16868.73452	16702.59143	16576.57026	16633.34333
ANNEXI	UNFCCC_AI	Total GHG emissions with LULUCF	Aggregate GHGs	17737.31223	17277.01537	16675.77021	16455.75471	16068.72705	16107.48663	16234.28429	16053.66961	15872.2698	15823.72022	16058.71414	15972.08479	15974.3941	16276.34792	16455.46249	16450.27016	16432.27363	16645.91401	16199.93219	14963.7762	15455.64195	15315.16384	15109.89521	15147.99586	15040.73135	14831.26147	14694.56373	14818.40445
ANNEXI	UNFCCC_AI	Total GHG emissions without LULUCF	CH₄	2512.646847	2466.117295	2417.046264	2363.166681	2319.387415	2285.85984	2259.12306	2223.726329	2174.985492	2147.653876	2117.368845	2101.941134	2067.534733	2066.061805	2048.843522	2040.776585	2033.34176	2030.13719	2019.354181	1959.010585	1966.535397	1946.34416	1935.289941	1917.396742	1904.419237	1887.010725	1883.826076	1899.695312
ANNEXI	UNFCCC_AI	Total GHG emissions with LULUCF	CH₄	2566.092635	2516.811388	2467.126389	2412.271806	2373.745827	2334.982259	2313.721671	2271.782137	2230.650264	2198.648333	2176.36397	2153.144168	2126.302437	2125.348788	2102.789988	2096.865055	2094.14203	2093.737959	2078.868401	2017.115557	2020.102818	2001.115377	1994.36694	1970.433755	1959.513448	1948.10578	1937.436741	1956.020825
ANNEXI	UNFCCC_AI	Total GHG emissions without LULUCF	CO₂	15090.78562	14789.63898	14296.75591	14134.64502	13960.17402	14054.62542	14334.62613	14240.87276	14233.57128	14302.68651	14536.28821	14538.99447	14585.53234	14819.81616	14972.18416	15017.28944	15017.71163	15144.1726	14782.26865	13751.87805	14244.10942	14115.89389	13929.59309	13925.7778	13723.08701	13562.41519	13434.0339	13453.04846
ANNEXI	UNFCCC_AI	Total GHG emissions with LULUCF	CO₂	13757.4359	13387.99235	12872.394	12722.86003	12388.71452	12436.30446	12557.9329	12422.71332	12278.33268	12341.92924	12591.63983	12567.23688	12602.13209	12917.83843	13079.19521	13096.40574	13073.53455	13261.34221	12845.55273	11705.46613	12188.53201	12055.31831	11869.99585	11902.48411	11793.62719	11581.18675	11451.15543	11536.96823
ANNEXI	UNFCCC_AI	Total GHG emissions without LULUCF	N₂O	1089.444585	1051.705948	1022.906902	1014.312948	989.4309504	993.5939329	1002.660956	988.8731324	968.2334204	911.2256885	914.5956227	908.071426	895.3873309	893.8817048	925.4499407	893.5806345	891.612333	899.9009918	878.6977689	856.4043002	853.4090677	853.86002	823.593111	847.89357	849.0377739	859.7334705	858.1882062	864.1744356
ANNEXI	UNFCCC_AI	Total GHG emissions with LULUCF	N₂O	1127.774516	1093.902076	1065.555869	1056.718101	1034.499054	1031.104051	1044.665571	1026.421177	1014.863243	955.8416832	964.0186505	949.0778788	941.6810259	940.4452174	968.9491981	942.6911817	944.0456464	953.137842	930.8718096	910.7683781	896.4124414	898.7976296	871.5715016	892.1009153	895.4002086	908.5368956	905.4494823	908.9902748
AUS	UNFCCC_AI	Agriculture	Aggregate F-gases
AUT	UNFCCC_AI	Agriculture	Aggregate F-gases
BLR	UNFCCC_AI	Agriculture	Aggregate F-gases
BEL	UNFCCC_AI	Agriculture	Aggregate F-gases
BGR	UNFCCC_AI	Agriculture	Aggregate F-gases
CAN	UNFCCC_AI	Agriculture	Aggregate F-gases
HRV	UNFCCC_AI	Agriculture	Aggregate F-gases
CYP	UNFCCC_AI	Agriculture	Aggregate F-gases
CZE	UNFCCC_AI	Agriculture	Aggregate F-gases
DNK	UNFCCC_AI	Agriculture	Aggregate F-gases
EST	UNFCCC_AI	Agriculture	Aggregate F-gases
EU28	UNFCCC_AI	Agriculture	Aggregate F-gases
FIN	UNFCCC_AI	Agriculture	Aggregate F-gases
FRA	UNFCCC_AI	Agriculture	Aggregate F-gases
DEU	UNFCCC_AI	Agriculture	Aggregate F-gases
GRC	UNFCCC_AI	Agriculture	Aggregate F-gases
HUN	UNFCCC_AI	Agriculture	Aggregate F-gases
ISL	UNFCCC_AI	Agriculture	Aggregate F-gases
ITA	UNFCCC_AI	Agriculture	Aggregate F-gases
JPN	UNFCCC_AI	Agriculture	Aggregate F-gases
KAZ	UNFCCC_AI	Agriculture	Aggregate F-gases
LVA	UNFCCC_AI	Agriculture	Aggregate F-gases
LIE	UNFCCC_AI	Agriculture	Aggregate F-gases
LTU	UNFCCC_AI	Agriculture	Aggregate F-gases
LUX	UNFCCC_AI	Agriculture	Aggregate F-gases
MLT	UNFCCC_AI	Agriculture	Aggregate F-gases
MCO	UNFCCC_AI	Agriculture	Aggregate F-gases
NLD	UNFCCC_AI	Agriculture	Aggregate F-gases
NZL	UNFCCC_AI	Agriculture	Aggregate F-gases
NOR	UNFCCC_AI	Agriculture	Aggregate F-gases
POL	UNFCCC_AI	Agriculture	Aggregate F-gases
PRT	UNFCCC_AI	Agriculture	Aggregate F-gases
ROU	UNFCCC_AI	Agriculture	Aggregate F-gases
SVK	UNFCCC_AI	Agriculture	Aggregate F-gases
SVN	UNFCCC_AI	Agriculture	Aggregate F-gases
ESP	UNFCCC_AI	Agriculture	Aggregate F-gases
SWE	UNFCCC_AI	Agriculture	Aggregate F-gases
CHE	UNFCCC_AI	Agriculture	Aggregate F-gases
TUR	UNFCCC_AI	Agriculture	Aggregate F-gases
UKR	UNFCCC_AI	Agriculture	Aggregate F-gases
GBR	UNFCCC_AI	Agriculture	Aggregate F-gases
USA	UNFCCC_AI	Agriculture	Aggregate F-gases
AUS	UNFCCC_AI	Agriculture	Aggregate GHGs	80.2477048	79.51533269	76.89287788	75.04683294	75.20150309	72.01834076	74.11865384	75.31260946	75.24409228	75.39354849	78.38234816	77.24139871	77.16741533	71.97276101	75.28744451	75.90382155	74.34391264	70.60858679	68.16965834	68.50283253	66.27992333	70.75435924	71.98757299	72.11494651	72.6220227	70.08450526	69.27393549	73.00395317
AUT	UNFCCC_AI	Agriculture	Aggregate GHGs	8.13676057	8.044491906	7.729375417	7.715143007	7.701688172	7.827931719	7.718423489	7.672018101	7.639829475	7.53435604	7.438149371	7.380121448	7.268936236	7.121570194	7.105676972	7.037558527	7.026883502	7.082137776	7.205757253	7.239868393	7.10294137	7.164582517	7.110193348	7.106405323	7.24606061	7.2485387	7.365179605	7.30757624
BLR	UNFCCC_AI	Agriculture	Aggregate GHGs	31.97124291	30.57630799	27.87082201	26.6299612	23.86918284	22.31909191	22.64183709	23.07245373	22.80220696	21.41170188	21.0241836	20.37474201	19.69670725	20.47557801	20.9921589	21.79066519	22.46021671	22.27758571	23.14997827	23.54684302	23.48233152	24.22904411	24.25974566	23.69810869	23.61274248	23.28088322	23.45070863	24.04259672
BEL	UNFCCC_AI	Agriculture	Aggregate GHGs	12.21730781	12.0954309	12.08019194	12.20518528	12.07376862	12.28850212	12.19655092	12.19399787	11.98906153	12.19852477	11.32342801	11.0946742	10.96722008	10.59315107	10.50350234	10.28358741	10.08284492	10.26748643	10.13753191	10.2565505	10.20062998	10.09398156	9.883366552	9.923139722	10.12053999	10.04952531	9.893916315	10.10643717
BGR	UNFCCC_AI	Agriculture	Aggregate GHGs	12.46157245	10.801298	9.397813057	8.048874792	7.011976549	5.933275151	5.642245597	5.685182063	5.139252873	5.479390127	5.205328943	5.004377481	5.148551642	5.044134016	5.493059213	5.170036699	5.053596268	4.904914367	5.149057616	4.978847986	5.454638052	5.10553379	5.236181436	5.717591793	6.187478601	6.236249718	6.585681442	6.560439877
CAN	UNFCCC_AI	Agriculture	Aggregate GHGs	46.87565138	46.70100911	48.42666179	49.69218792	51.81579806	53.87083162	55.2159714	55.21719757	55.75840774	56.15419608	56.93886422	56.39195119	55.99853568	57.86092323	59.38108709	59.75547595	58.48460693	58.31717891	58.43869022	56.0989564	54.95201417	54.78743113	56.76129473	59.21451524	57.58124998	58.15683071	59.21153273	59.90663695
HRV	UNFCCC_AI	Agriculture	Aggregate GHGs	4.399648607	4.271320896	3.780701304	3.604364384	3.409901662	3.265244331	3.217508538	3.33756551	3.094465253	3.179437178	3.133543816	3.277274058	3.191943597	3.140598792	3.376253172	3.324111245	3.377629233	3.275231583	3.494541414	3.000882314	3.094314565	3.189361277	3.034883776	2.786314299	2.702191584	2.879621608	2.816919362	2.844641239
CYP	UNFCCC_AI	Agriculture	Aggregate GHGs	0.47122511	0.475227297	0.5097139	0.540530238	0.529965542	0.580139376	0.562153423	0.548524681	0.562787213	0.54570075	0.552351014	0.601488981	0.62088776	0.602747391	0.583453053	0.532978352	0.548142394	0.539924957	0.515826712	0.509151459	0.531623534	0.520905593	0.497584232	0.462816118	0.448153325	0.457272249	0.481539017	0.49473145
CZE	UNFCCC_AI	Agriculture	Aggregate GHGs	15.83958888	13.73221792	11.8381731	10.52314207	9.539827915	9.616629154	9.337479969	8.921830485	8.55482368	8.599396616	8.393284787	8.494357897	8.306073977	7.850920652	8.06486754	7.801184386	7.679469889	7.83515963	7.972444204	7.572378176	7.386468496	7.567382098	7.585970897	7.744218166	7.940860944	8.092547177	8.482358305	8.43298681
DNK	UNFCCC_AI	Agriculture	Aggregate GHGs	12.70540988	12.54260903	12.37584384	12.32517523	12.16440994	12.16664843	11.74089362	11.7547811	11.74523894	11.39662076	11.29375836	11.28732146	11.3644675	11.10713947	11.04529482	10.8512958	10.59129978	10.82070086	10.76744318	10.52376621	10.44153631	10.43168953	10.40763436	10.38750508	10.56038814	10.43284032	10.61033893	10.67739829
EST	UNFCCC_AI	Agriculture	Aggregate GHGs	2.700907173	2.580729709	2.174178637	1.68964188	1.537243869	1.371192703	1.268762475	1.278901769	1.30024693	1.128386867	1.127429938	1.140480725	1.081413748	1.13236426	1.170733126	1.172225003	1.168771789	1.22376229	1.278583353	1.219066132	1.242036148	1.252106338	1.327554784	1.353897206	1.388052099	1.384857559	1.337750946	1.3793043
EU28	UNFCCC_AI	Agriculture	Aggregate GHGs	543.2549453	512.1378	489.592317	477.2172694	471.1913663	472.5672274	474.0680393	471.0540878	468.158983	466.5801681	461.2553436	455.0395879	448.0436714	443.9692903	444.7245696	438.0044696	434.2779608	436.6960448	433.9367852	427.8496059	423.381312	423.8746045	421.6538424	425.2228868	432.8702543	433.822111	434.836625	438.9942013
FIN	UNFCCC_AI	Agriculture	Aggregate GHGs	7.510319211	6.978010604	6.451046196	6.735011512	6.868100145	6.795010023	6.796670283	6.787855223	6.578686757	6.535519201	6.548260882	6.570867888	6.654680465	6.507166562	6.500455813	6.521975808	6.466717061	6.446778859	6.539190442	6.535231212	6.629532465	6.450856491	6.418551122	6.534466407	6.555454914	6.513525206	6.557206593	6.500902395
FRA	UNFCCC_AI	Agriculture	Aggregate GHGs	82.70639452	82.24068379	80.78093941	79.78614808	79.37154983	80.11539409	80.54048352	80.89641545	80.80610349	81.26092577	83.05300006	82.53608494	81.17523276	78.31011414	78.76606241	77.64291107	77.18805035	78.12001061	78.80855499	77.96904684	76.76412503	75.95363705	75.84960063	75.35933573	77.40742183	77.11592248	76.05144302	76.46982121
DEU	UNFCCC_AI	Agriculture	Aggregate GHGs	79.19549587	71.44257898	69.23363242	68.36649652	66.72742228	68.05834509	68.45597484	67.42879357	67.7563016	68.2362653	68.18656589	67.86800914	65.6177847	64.65348431	64.5304093	64.06798285	63.31811442	62.88062338	65.06181635	64.27252255	63.62114363	65.26790859	64.90113072	66.127243	67.49009186	67.99609922	66.53607379	66.27290232
GRC	UNFCCC_AI	Agriculture	Aggregate GHGs	10.14024486	10.16365243	9.889264872	9.33693035	9.140387948	9.487900652	9.549512631	9.464909803	9.440494902	9.367103569	9.146790736	9.131097271	9.154641832	9.120266082	9.161252966	8.959222087	8.862505496	8.99431292	8.73695667	8.518451682	8.838652238	8.596458685	8.46842786	8.40456327	7.989563195	7.846019066	7.855688117	7.850334239
HUN	UNFCCC_AI	Agriculture	Aggregate GHGs	9.879930769	8.323488424	7.119561638	6.289180709	6.184173162	5.891587758	5.959292995	5.934191679	6.134188166	6.209768324	6.067470316	6.256664818	6.290541516	6.117925121	6.394926702	6.068122772	6.051381746	6.026308208	6.070485212	5.717073315	5.636616423	5.863571526	5.90338937	6.307646413	6.472294587	6.671671242	6.881426951	7.056400234
ISL	UNFCCC_AI	Agriculture	Aggregate GHGs	0.592683538	0.57600912	0.559554493	0.562657595	0.568154561	0.54761233	0.560243882	0.553444846	0.563522146	0.568064821	0.551754187	0.551819039	0.535214357	0.525088453	0.515881808	0.518749075	0.542895191	0.559559459	0.572130347	0.556975695	0.545733629	0.545733501	0.545056792	0.539684382	0.583295435	0.570518717	0.571139496	0.578191618
ITA	UNFCCC_AI	Agriculture	Aggregate GHGs	34.73936793	35.39917361	34.8459574	35.17111778	34.81781837	34.70064407	34.51940764	35.10994432	34.46466913	34.84090502	33.94594813	33.39474938	32.77958873	32.70307312	32.45942929	31.89307729	31.65146629	32.33929343	31.37485503	30.7130381	30.01221446	30.54951826	31.08244444	30.31424457	29.92324467	30.06525094	31.00017205	30.78039723
JPN	UNFCCC_AI	Agriculture	Aggregate GHGs	37.25276172	36.51628687	37.79096057	34.57441884	38.19086276	36.899983	36.14067428	35.82010127	34.45495732	34.66622	35.20395667	34.7488088	34.96600079	33.89459019	35.06207414	35.15276369	34.88201336	35.99846202	35.38528313	34.66491722	35.72988019	35.17180497	34.60999119	34.62959975	34.12981954	33.57479611	33.44209042	33.19551124
KAZ	UNFCCC_AI	Agriculture	Aggregate GHGs	44.08345776	42.26579143	42.3470039	40.03374111	31.61724274	27.05061425	21.79210997	18.63638946	17.92917986	19.46922728	20.15986483	21.13087371	22.6196268	24.34072094	25.84201426	27.27421911	28.81432245	30.19814592	30.99729412	32.12034422	32.09401422	31.15802245	30.78706023	31.15048509	31.90708277	32.54878647	33.1596034	34.26838867
LVA	UNFCCC_AI	Agriculture	Aggregate GHGs	5.61656959	5.215751374	4.150695791	3.064027061	2.763058287	2.595970478	2.552296988	2.530991483	2.420830576	2.22646226	2.248846397	2.363344012	2.339514141	2.38494288	2.314993622	2.384474456	2.38487018	2.476737435	2.44739183	2.45923831	2.48025668	2.486355834	2.581390066	2.632600389	2.705314999	2.769930603	2.766309772	2.782323207
LIE	UNFCCC_AI	Agriculture	Aggregate GHGs	0.02551126	0.025527363	0.024841903	0.023759799	0.023855392	0.02367873	0.023882634	0.023546901	0.023041919	0.022097107	0.021482388	0.022528585	0.022870704	0.023012215	0.02298928	0.023557002	0.024565065	0.024912381	0.025119939	0.024999435	0.024187837	0.024906844	0.025130219	0.02402029	0.024384182	0.024090911	0.024055054	0.023482427
LTU	UNFCCC_AI	Agriculture	Aggregate GHGs	9.039906612	8.915716806	6.807074459	5.494509832	4.846277724	4.491070129	4.669379569	4.703847548	4.564084361	4.247168265	4.07870238	3.911622564	4.058415981	4.143977026	4.182821204	4.206596452	4.199673658	4.343450355	4.238655885	4.31877805	4.274895252	4.302323544	4.378795762	4.35098705	4.562063773	4.600099385	4.479113938	4.402933324
LUX	UNFCCC_AI	Agriculture	Aggregate GHGs	0.70974641	0.729273425	0.697427718	0.698221294	0.692460819	0.712474365	0.718557629	0.707293316	0.705876815	0.712762697	0.705817969	0.689325144	0.672983239	0.635861593	0.656830336	0.641474002	0.633832607	0.648935813	0.662666082	0.665295709	0.672466875	0.665625392	0.648977126	0.659520047	0.67501965	0.688258568	0.704143947	0.711722881
MLT	UNFCCC_AI	Agriculture	Aggregate GHGs	0.076597619	0.077650028	0.078954716	0.078731622	0.076738885	0.077080076	0.076280048	0.077485967	0.076161297	0.07523974	0.077381954	0.075674993	0.07456711	0.071846671	0.073732384	0.075828114	0.075557313	0.076572334	0.072425372	0.06947888	0.068103648	0.064959142	0.066562714	0.066084308	0.065787381	0.067858129	0.066637372	0.065126771
MCO	UNFCCC_AI	Agriculture	Aggregate GHGs
