DATE CREATED
2020-11-19T11:37:27+10:00

ATTRIBUTION
http://www.aims.gov.au/docs/cc-attribution.html

DISCLAIMER
http://www.aims.gov.au/docs/disclaimer.html

PRIVACY
http://www.aims.gov.au/docs/privacy-policy.html

COPYRIGHT
http://www.aims.gov.au/docs/cc-copyright.html

COMMENT
"These data are provided by this web service under a Creative Commons License.  Please read the copyright statement and attribute AIMS according to the attribution information above.  All or some data delivered by this service may be provided by a third party and should also be attributed.  The ownership of data will be associated with the deployment information in the data.  If no ownership is supplied, AIMS is the implied owner. "

SENSOR DEFINITIONS
MEA2173 SDI-12 Smart Temperature Sensor 15

UOM DEFINITIONS
Degrees Celsius

STATION
Heron Island
LATITUDE
-23.44822
LONGITUDE
151.98386

Long term averages
DATE,TOTAL_YEARS,LONG_TERM_AVERAGE,wtemp_LEVEL1_summer_98_99,wtemp_LEVEL1_summer_99_00,wtemp_LEVEL1_summer_00_01,wtemp_LEVEL1_summer_01_02,wtemp_LEVEL1_summer_02_03,wtemp_LEVEL1_summer_03_04,wtemp_LEVEL1_summer_04_05,wtemp_LEVEL1_summer_05_06,wtemp_LEVEL1_summer_06_07,wtemp_LEVEL1_summer_07_08,wtemp_LEVEL1_summer_08_09,wtemp_LEVEL1_summer_09_10,wtemp_LEVEL1_summer_10_11,wtemp_LEVEL1_summer_11_12,wtemp_LEVEL1_summer_12_13,wtemp_LEVEL1_summer_13_14,wtemp_LEVEL1_summer_14_15,wtemp_LEVEL1_summer_15_16,wtemp_LEVEL1_summer_16_17,wtemp_LEVEL1_summer_17_18,wtemp_LEVEL1_summer_18_19,wtemp_LEVEL1_summer_19_20
12-NOV,9,24.02043611111111,,,,,,,,,,,,24.1538,24.4596,24.5415,23.5166,,24.7862,24.9042,25.0164,23.9534,23.866,24.0324
13-NOV,9,24.014929002320187,,,,,,,,,,,,24.4099,24.4518,24.4144,23.3669,25.2397,24.9889,25.2576,24.6322,23.7638,24.0371,23.9227
14-NOV,9,24.09826087962963,,,,,,,,,,,,24.5999,25.1219,24.5071,23.9708,25.2195,25.4019,25.3462,24.5375,23.8554,24.4722,23.9644
15-NOV,9,24.180384027777777,,,,,,,,,,,,24.6656,25.1604,24.7435,24.3921,25.0323,25.3917,25.4663,23.893,23.9214,25.2136,24.4839
16-NOV,9,24.264474305555556,,,,,,,,,,,,24.9013,25.3976,25.0505,24.632,24.849,24.9343,24.1959,23.9951,24.1827,25.5335,24.6516
17-NOV,9,24.28926851851852,,,,,,,,,,,,24.8426,25.4824,24.8951,24.6974,24.8073,25.1046,24.3071,23.7554,24.3029,25.6429,24.7408
18-NOV,9,24.26962505800464,,,,,,,,,,,,24.9058,24.9537,24.8293,24.8669,24.6379,25.3761,24.3112,23.7333,24.2189,25.6421,25.3826
19-NOV,9,24.369765277777777,,,,,,,,,,,,25.2414,24.9192,24.9636,25.5295,24.8158,25.5901,24.8077,23.8875,23.9358,25.2376,26.0437
20-NOV,9,24.35788287037037,,,,,,,,,,,,25.6934,24.3606,25.1725,25.5372,25.7892,25.9234,25.2829,24.3274,23.6365,24.9004,26.2953
21-NOV,9,24.412167824074075,,,,,,,,,,,,25.7552,23.6554,25.2901,25.0836,26.0006,25.9373,25.4238,24.1236,23.5062,24.9055,25.5413
22-NOV,9,24.454522222222224,,,,,,,,,,,,25.8412,23.7744,25.1989,25.3711,26.0754,25.7607,25.6047,24.5053,23.0378,24.8524,25.0843
23-NOV,9,24.470923379629628,,,,,,,,,,,,25.8712,23.6262,25.3055,25.297,25.6615,25.596,25.4129,24.9547,23.8254,25.3083,24.8856
24-NOV,10,24.49112799145299,,,,,,,,,,,,25.7369,23.8211,25.3879,25.1626,26.0686,25.489,25.5198,25.7454,24.329,25.2161,24.8848
25-NOV,10,24.554816666666667,,,,,,,,,,,,26.0232,23.9016,25.4025,25.0939,26.7639,25.5823,25.6667,25.7529,24.7933,24.8569,24.624
26-NOV,10,24.531832708333333,,,,,,,,,,,,26.0092,24.0093,25.4088,25.0373,26.4088,25.7038,25.8886,25.6677,24.978,25.0896,24.782
27-NOV,10,24.539679166666666,,,,,,,,,,,,26.2892,24.0983,25.5428,24.9205,25.6198,25.7645,25.7008,25.4393,25.2809,25.8458,24.9902
28-NOV,10,24.621061041666668,,,,,,,,,,,,26.3479,23.9372,25.8117,25.1492,25.7925,25.6555,25.8555,25.317,24.8733,25.7409,25.1906
29-NOV,10,24.663508958333335,,,,,,,,,,,,25.9723,24.5731,25.8791,25.2467,25.7995,25.2326,26.0334,25.2576,25.3852,25.6783,25.2793
30-NOV,10,24.742679166666665,,,,,,,,,,,,25.846,24.4222,25.87,25.3455,25.7046,25.0882,26.0189,25.3914,25.4058,26.0964,25.4857
01-DEC,10,24.821931524008352,,,,,,,,,,,,26.34,24.4218,26.2651,25.2916,25.2024,25.3664,26.3426,25.5774,25.4631,26.3415,25.4625
02-DEC,10,24.82818375,,,,,,,,,,,,26.5021,24.9809,25.4261,25.5903,24.8597,25.7758,26.3241,25.8163,25.5335,26.2177,25.6265
03-DEC,10,24.885355,,,,,,,,,,,26.2263,25.8467,24.2811,24.9253,25.7922,25.1463,26.1058,26.5512,26.1105,25.5431,25.9823,26.4391
04-DEC,10,24.935606875,,,,,,,,,,,26.6376,25.1471,24.4427,24.9947,25.9073,25.4569,26.0518,25.3047,26.2727,25.075,26.5486,26.5623
05-DEC,10,24.98610772442589,,,,,,,,,,,27.5836,25.502,25.3106,24.7496,26.1962,25.5698,26.0734,25.1126,26.3061,24.6985,25.698,26.4373
06-DEC,10,25.117455857740588,,,,,,,,,,,28.0588,25.8477,25.6146,24.5155,26.5239,25.5255,25.4136,25.5061,26.4066,25.3807,24.9849,26.172
07-DEC,10,25.20688625,,,,,,,,,,,27.3512,26.0192,25.8741,24.7398,26.7025,25.1375,25.8055,26.0511,26.659,25.9407,24.9536,26.1596
08-DEC,10,25.225467857142856,,,,,,,,,,,27.2794,26.3272,26.0204,24.9201,26.2233,24.8295,26.4257,26.2466,27.0386,26.1977,24.687,26.4152
09-DEC,9,25.291365509259258,,,,,,,,,,,27.0758,26.6413,25.9124,25.7196,26.1071,25.2343,26.8114,26.2861,26.9811,26.0802,24.8788,26.7834
10-DEC,9,25.34074245939675,,,,,,,,,,,26.9635,26.8481,25.9456,25.5421,26.1876,26.1012,27.2947,26.2596,26.3253,26.1994,25.0148,26.695
11-DEC,9,25.38054861111111,,,,,,,,,,,26.9788,27.0088,26.1953,25.8648,25.1901,26.3139,27.224,26.3203,24.9189,25.8438,25.2194,26.4912
12-DEC,9,25.401520138888888,,,,,,,,,,,26.7048,26.8945,25.7696,25.5986,24.9746,26.9022,26.5175,26.3033,24.5363,25.516,25.5306,26.3716
13-DEC,9,25.40163611111111,,,,,,,,,,,26.7943,26.8944,26.1506,26.0771,25.0517,26.1737,25.4009,25.5999,24.9619,25.4826,25.9866,26.2777
14-DEC,9,25.40708912037037,,,,,,,,,,,26.6224,26.8829,26.4352,26.2292,24.9625,26.1166,25.7674,25.6973,25.4188,25.758,26.0754,26.3951
15-DEC,9,25.489899305555557,,,,,,,,,,,26.4682,26.576,27.0034,25.887,25.4806,26.17,26.203,26.0375,26.1751,26.1376,26.3497,26.3507
16-DEC,9,25.51751388888889,,,,,,,,,,,26.3912,26.5062,26.9538,24.9873,26.0888,26.1232,26.79,25.858,26.315,26.1843,25.716,26.4135
17-DEC,9,25.666037704918033,,,,,,,,,,,26.1735,26.3256,26.7637,24.9735,26.2628,25.8923,26.8132,25.1784,26.4355,26.0155,25.4911,26.4285
18-DEC,9,25.78162993039443,,,,,,,,,,,26.543,26.4914,27.1542,24.8076,26.472,25.2523,26.8729,25.6233,26.5958,25.9966,25.6952,25.6483
19-DEC,9,25.865346064814815,,,,,,,,,,,26.705,26.7705,27.2992,24.8425,26.8258,25.4272,26.4967,25.3495,26.7994,26.1892,26.473,25.604
20-DEC,9,25.975858564814814,,,,,,,,,,,26.8745,27.0231,26.7611,25.6319,27.05,25.0163,26.5746,25.8076,26.6908,26.3538,26.672,25.7432
21-DEC,9,25.979191203703703,,,,,,,,,,,26.5293,26.9189,25.6668,25.7024,27.2804,25.3679,26.5509,26.1931,27.1281,26.4869,27.0305,25.9331
22-DEC,9,25.96755601851852,,,,,,,,,,,26.1417,27.1101,25.1123,25.2437,27.061,25.6023,26.2461,26.4621,27.2335,26.5436,27.0619,26.5928
23-DEC,9,25.96919375,,,,,,,,,,,26.2319,27.2395,26.0589,25.1202,26.2329,25.8258,25.9187,26.4068,26.8521,26.6452,26.1333,26.6939
24-DEC,9,26.096747916666665,,,,,,,,,,,26.366,27.331,26.5911,25.3307,25.8489,26.3815,26.1251,26.5116,26.5716,26.8741,25.1245,26.8003
25-DEC,9,26.069425462962965,,,,,,,,,,,26.668,27.3815,26.4222,25.1951,26.1945,26.4071,26.6786,26.5062,26.6597,27.0701,25.0674,26.7109
26-DEC,9,25.979168981481482,,,,,,,,,,,26.9218,27.584,25.9966,25.1291,26.5748,26.9956,26.9969,26.7251,26.3033,27.2758,25.1565,26.2474
27-DEC,9,26.024221113689094,,,,,,,,,,,26.8861,27.7184,26.218,25.7593,26.995,27.2604,27.1662,27.1022,25.9818,27.6224,25.1589,25.4069
28-DEC,9,26.051714814814815,,,,,,,,,,,26.5686,27.2963,26.2201,26.0153,27.0877,27.3639,27.2326,26.2369,26.3483,27.6332,25.469,25.7074
29-DEC,9,26.055610185185184,,,,,,,,,,,27.0746,27.4403,25.8095,25.4322,27.2829,26.9114,27.5081,25.302,26.6699,27.6143,25.9313,25.359
30-DEC,9,26.053269907407408,,,,,,,,,,,27.8412,27.5154,26.5894,25.4752,26.8297,26.8138,27.5225,25.2995,27.1557,27.4012,26.5484,25.5388
31-DEC,9,26.119127777777777,,,,,,,,,,,28.4004,26.9041,26.3049,25.1697,25.9237,26.8698,27.4609,25.4197,27.5323,27.0026,26.0323,25.7941
01-JAN,9,26.086854398148148,,,,,,,,,,,28.6265,26.9681,26.2694,25.2407,25.9627,27.0085,27.4311,25.7423,27.8195,26.8591,26.5119,26.4222
02-JAN,9,26.10196388888889,,,,,,,,,,,27.8279,27.0952,27.2495,25.2061,26.4228,26.8863,27.464,26.2378,27.2648,26.8395,26.4418,27.1652
03-JAN,9,26.17074722222222,,,,,,,,,,,27.1237,27.1881,27.494,25.4383,26.9506,26.8615,27.2333,26.2956,26.7856,27.2163,26.6017,27.2357
04-JAN,9,26.17224675925926,,,,,,,,,,,26.8605,27.3636,27.5878,25.4178,26.5599,26.7719,27.0566,25.7726,26.3338,27.6183,26.6265,26.9767
05-JAN,9,26.21603634259259,,,,,,,,,,,26.7255,27.3686,27.3452,25.9875,26.6913,26.8065,26.8003,26.7509,25.8703,27.3062,26.5386,27.0516
06-JAN,9,26.22138449074074,,,,,,,,,,,26.6799,27.3485,26.7376,26.0227,26.5172,27.1109,26.5358,27.1805,26.0142,26.9474,26.4862,26.6451
07-JAN,9,26.38762662037037,,,,,,,,,,,26.7597,26.9236,26.2804,26.1754,26.3751,27.706,26.3674,27.3865,26.0187,26.5573,25.7494,26.9111
08-JAN,9,26.43039513888889,,,,,,,,,,,27.3658,26.2641,25.9871,26.3156,26.7759,27.2811,26.3823,27.2426,26.286,26.9529,25.3519,27.0462
09-JAN,9,26.425446064814814,,,,,,,,,,,27.3513,26.9108,26.3327,25.9173,27.0382,26.0802,26.3135,26.8971,26.3356,27.1164,26.009,27.0941
10-JAN,9,26.42415162037037,,,,,,,,,,,26.686,26.8361,26.8792,26.0617,27.1475,26.388,26.5466,26.8294,26.88,27.4602,26.2787,26.9797
11-JAN,9,26.32289814814815,,,,,,,,,,,26.317,26.6191,27.5931,26.206,27.3681,26.4163,27.0735,26.7744,26.9399,27.4821,26.2367,27.0635
12-JAN,9,26.285461574074073,,,,,,,,,,,26.1496,26.7557,27.3957,26.3849,27.3577,26.8957,27.5417,26.6787,26.9801,27.5645,26.1058,26.9962
13-JAN,9,26.319114814814814,,,,,,,,,,,25.8554,27.1791,26.8837,25.6251,27.2247,26.4664,27.9909,26.6678,27.1856,27.676,26.0613,26.8395
14-JAN,9,26.33565939675174,,,,,,,,,,,26.0766,27.47,27.0908,24.8612,26.9992,26.0077,28.3647,26.3719,27.4142,27.2754,26.2455,26.7246
15-JAN,9,26.365347453703702,,,,,,,,,,,26.2886,27.4671,26.8245,24.3777,27.0458,26.0913,28.4035,26.8543,27.3119,26.9887,26.7474,27.1736
16-JAN,9,26.383901851851853,,,,,,,,,,,27.0009,27.0184,26.524,24.8294,26.3722,25.8869,28.1256,26.8607,27.2699,26.292,27.0313,27.3898
17-JAN,9,26.454474305555557,,,,,,,,,,,27.4813,27.1047,27.1034,25.3288,26.2806,25.9223,28.1923,25.989,27.3905,25.8899,26.8713,27.5181
18-JAN,9,26.379580324074073,,,,,,,,,,,27.6211,27.3526,27.36,25.7673,27.1061,26.1922,28.106,26.2704,27.7586,25.9073,26.679,27.5823
19-JAN,9,26.367556018518517,,,,,,,,,,,26.583,27.4906,27.747,26.9063,27.9415,26.4191,28.2474,26.3018,27.993,26.2849,26.7168,27.8561
20-JAN,9,26.363194675925925,,,,,,,,,,,26.6838,27.4505,27.6018,27.1207,28.4829,27.0095,28.0155,26.5951,27.9624,26.5619,26.7259,27.9167
21-JAN,9,26.347626388888887,,,,,,,,,,,27.1936,27.4135,26.796,26.7092,27.8163,27.2277,27.2095,26.8116,27.8067,26.4904,26.6132,27.769
22-JAN,9,26.423550694444444,,,,,,,,,,,27.3555,27.1284,26.1895,26.3418,27.7995,27.4247,26.7637,27.0257,27.3019,26.5925,26.5714,27.6122
23-JAN,9,26.53887800925926,,,,,,,,,,,27.9792,27.3184,25.7866,26.1226,27.4795,27.6042,26.9535,27.0553,27.0288,27.0266,26.7378,27.5069
24-JAN,9,26.505763194444445,,,,,,,,,,,27.8278,27.3119,26.0211,26.1823,26.7872,27.4358,27.6251,27.2988,27.3241,27.1978,26.9848,27.1914
25-JAN,9,26.44498101851852,,,,,,,,,,,27.7605,27.5178,26.5621,26.3165,26.4021,27.9329,27.7372,27.6606,27.5713,27.5623,27.0201,27.0846
26-JAN,9,26.538693518518517,,,,,,,,,,,27.5844,27.579,26.6395,26.7823,26.671,26.4801,,27.7196,27.5227,27.7806,27.0967,27.1076
27-JAN,9,26.66604212962963,,,,,,,,,,,27.1044,27.7722,26.8447,27.3863,26.9363,26.0046,,27.7375,27.3927,27.3963,27.0198,27.0776
28-JAN,9,26.775296990740742,,,,,,,,,,,26.6771,27.7324,26.612,26.941,27.0877,26.1866,,27.3589,27.41,27.3514,27.0675,27.068
29-JAN,9,26.898842824074073,,,,,,,,,,,26.6392,27.495,26.4871,26.3078,28.102,25.9084,,27.7517,27.1566,27.4129,27.175,27.3802
30-JAN,9,26.986444444444444,,,,,,,,,,,26.5424,27.4509,26.4799,27.0172,28.4683,25.423,,27.8852,27.1506,27.3146,27.1071,27.6838
31-JAN,9,26.997568055555554,,,,,,,,,,,26.7671,26.7848,26.6529,27.628,28.0362,25.4118,,28.4106,27.5092,27.7697,27.2702,27.6807
01-FEB,9,27.051322222222222,,,,,,,,,,,26.7042,26.152,27.3664,27.205,27.8691,25.3781,,27.932,27.8164,27.8809,27.3722,27.7862
02-FEB,9,27.095724305555557,,,,,,,,,,,26.6323,25.9465,27.5293,26.8915,27.9123,25.4617,,28.2356,28.0493,27.0641,26.8512,28.0926
03-FEB,9,27.082663425925926,,,,,,,,,,,26.4821,25.7084,27.3539,27.0071,27.1915,25.3434,,28.3778,27.932,25.9576,26.3478,28.6188
04-FEB,9,27.07626134259259,,,,,,,,,,,26.6328,26.1266,27.7059,27.1728,26.9273,25.6503,,28.6704,27.883,25.8525,26.4525,28.9987
05-FEB,9,27.06381712962963,,,,,,,,,,,26.9216,26.9493,27.5614,27.1841,27.021,25.5762,,27.4143,28.1339,26.1883,26.3896,28.3619
06-FEB,9,27.096676851851853,,,,,,,,,,,26.7093,27.8657,27.5613,27.4232,26.7263,25.7569,,26.4854,28.1522,26.2838,26.552,28.465
07-FEB,9,27.079930787037036,,,,,,,,,,,26.7556,27.9645,28.0782,27.5553,26.3046,25.9041,,26.802,28.4719,26.2128,26.268,28.4148
08-FEB,9,27.08610138888889,,,,,,,,,,,26.9235,27.148,28.1214,27.513,26.7583,25.5725,,26.9703,27.7954,,26.2475,28.2747
09-FEB,9,27.15481712962963,,,,,,,,,,,27.1909,27.1607,27.1072,27.4324,27.2613,26.5412,,26.5266,27.5399,,26.883,28.1965
10-FEB,9,27.11261550925926,,,,,,,,,,,27.0019,27.1826,26.9406,27.3857,27.1585,26.7864,,26.4814,27.6349,,27.4862,28.2479
11-FEB,9,27.041886342592594,,,,,,,,,,,26.5818,27.1635,27.0175,27.5414,26.7605,26.2031,,26.6201,27.9177,,27.961,27.967
12-FEB,9,27.068033333333332,,,,,,,,,,,26.6441,27.3728,27.2536,27.6376,26.6381,25.8955,,26.5462,28.0034,,28.2747,27.9059
13-FEB,9,27.08306412037037,,,,,,,,,,,26.5171,27.6665,28.0225,27.6546,26.3121,25.8453,,26.5082,27.9395,,28.5633,28.1307
14-FEB,9,27.03481574074074,,,,,,,,,,,26.8588,27.8364,27.4891,27.7682,26.4367,26.4023,,26.9181,28.4107,,29.0314,28.7302
15-FEB,9,26.943361111111113,,,,,,,,,,,27.4885,28.0381,27.1131,27.2319,26.4227,26.7387,,27.2781,27.5251,,27.3385,29.2417
16-FEB,9,26.93148287037037,,,,,,,,,,,28.2681,28.0002,27.1786,27.0345,26.1795,27.063,,27.731,27.3246,,27.0068,29.834
17-FEB,9,26.927857638888888,,,,,,,,,,,26.6413,27.992,27.4459,27.1015,26.4566,27.1562,,28.2451,27.515,,26.7504,30.0405
18-FEB,9,26.899705787037036,,,,,,,,,,,27.0831,27.75,27.2526,27.3357,26.0368,27.2591,,28.1416,27.949,,26.7746,29.8865
19-FEB,9,26.853142592592594,,,,,,,,,,,28.5272,27.0544,27.3868,27.8423,26.68,27.0772,,28.2445,28.3745,,27.2158,29.4644
20-FEB,9,26.722308564814814,,,,,,,,,,,28.8856,27.1232,27.7634,27.813,27.4043,27.3079,,28.1601,28.4285,,27.5069,29.4291
21-FEB,9,26.779651044083526,,,,,,,,,,,28.4214,27.337,27.8331,27.748,27.7736,27.4409,27.3913,27.381,28.6854,,27.4878,29.3841
22-FEB,9,26.931798842592592,,,,,,,,,,,28.0191,27.7105,27.0912,27.3749,27.6547,27.3991,27.709,27.1814,27.6491,,27.0679,28.3897
23-FEB,9,26.963318981481482,,,,,,,,,,,27.1231,28.5468,26.5958,27.2226,27.4881,26.4443,28.0693,26.9118,26.9311,,26.6643,26.742
24-FEB,9,27.01153287037037,,,,,,,,,,,26.749,28.3585,26.6653,26.3688,26.8088,26.3365,27.1959,26.8052,26.9862,,26.554,27.1084
25-FEB,9,26.94511111111111,,,,,,,,,,,26.3706,27.2098,26.9011,26.1859,26.3864,26.4027,27.084,27.1236,27.2617,,26.1943,28.1326
26-FEB,9,26.83298171296296,,,,,,,,,,,26.7513,26.8388,26.1755,26.4622,25.8578,26.6716,27.5011,27.3736,27.0855,,26.1755,28.5099
27-FEB,9,26.89794074074074,,,,,,,,,,,26.5484,26.9159,26.8687,26.7047,25.7038,26.5691,27.9043,27.4422,26.9236,,26.1473,28.7517
28-FEB,9,26.956104166666666,,,,,,,,,,,26.7563,27.4218,27.3159,26.7302,26.1501,26.2598,27.8782,27.3393,26.9253,,25.9908,28.918
29-FEB,3,26.27799513888889,,,,,,,,,,,,,,27.0102,,,,27.1291,,,,28.5461
01-MAR,9,26.893306712962964,,,,,,,,,,,27.1363,27.7364,27.4769,27.218,26.3132,25.8976,27.6821,27.2237,27.3133,,25.7343,27.9466
02-MAR,9,26.81852615740741,,,,,,,,,,,27.4095,27.7006,27.6112,28.0202,25.9604,26.0181,27.8709,27.4039,27.7399,,25.6346,
03-MAR,9,26.742110185185187,,,,,,,,,,,27.4142,27.0821,27.6376,27.7567,25.9893,26.1148,27.3255,27.3499,27.9166,,25.5215,
04-MAR,9,26.639937037037036,,,,,,,,,,,27.7293,27.3388,27.3007,27.1582,26.2878,25.8228,27.3081,27.0884,28.0807,,25.8983,
05-MAR,9,26.62209027777778,,,,,,,,,,,27.8016,27.9013,27.1514,27.5326,26.3171,25.666,27.7892,26.5767,28.6879,,26.1605,
06-MAR,9,26.78784837962963,,,,,,,,,,,27.7171,28.5299,26.1227,27.4583,26.1381,25.5538,27.8588,26.8395,28.9185,,26.334,
07-MAR,9,26.77059675925926,,,,,,,,,,,26.707,28.3603,26.0304,26.7698,26.1777,25.9419,28.0774,26.5263,28.7054,,26.7324,
08-MAR,9,26.638467824074073,,,,,,,,,,,26.3239,27.7099,25.9356,26.4415,25.8701,25.7721,28.0857,26.5405,27.9132,,26.6317,
09-MAR,9,26.541170833333332,,,,,,,,,,,26.3043,28.3693,25.9794,26.7258,25.7206,25.41,27.9971,26.7354,27.4386,,26.5074,
10-MAR,9,26.509530324074074,,,,,,,,,,,26.6072,28.3527,26.1096,26.8336,25.6992,25.2934,27.8621,27.0364,27.2845,,26.6456,
11-MAR,9,26.38555138888889,,,,,,,,,,,26.0924,27.3907,26.5172,26.5126,25.6312,25.4679,27.5577,26.8996,27.6709,,26.9462,
12-MAR,9,26.323739351851852,,,,,,,,,,,25.9378,26.727,26.0697,26.1023,25.7564,25.4592,27.2891,26.5984,27.4089,,27.0956,
13-MAR,9,26.29208402777778,,,,,,,,,,,25.8887,26.5576,26.1111,26.1627,25.5237,25.401,26.9548,27.1694,27.2939,,27.2857,
14-MAR,9,26.36137800925926,,,,,,,,,,,25.9412,26.4368,26.6933,25.7786,25.8578,25.776,26.9515,27.0671,27.5743,,27.8706,
15-MAR,9,26.286376851851852,,,,,,,,,,,26.224,26.3903,26.9846,26.3921,25.9569,25.9895,27.4631,26.9922,26.8048,26.2256,28.0631,
16-MAR,9,26.253259490740742,,,,,,,,,,,26.5788,26.3159,26.9537,26.8603,25.8008,26.4108,27.9802,26.8834,27.0511,26.3867,27.9203,
17-MAR,9,26.286288657407407,,,,,,,,,,,26.7816,26.1339,26.7201,27.0978,26.2577,26.5867,27.4234,27.0838,28.0806,26.5104,27.6462,
18-MAR,9,26.410998842592594,,,,,,,,,,,26.2259,25.89,26.371,26.313,25.9037,26.5745,27.4852,27.2332,28.518,26.7868,27.6008,
19-MAR,9,26.438424361948957,,,,,,,,,,,25.8196,25.6467,26.5392,25.9589,25.3861,26.1207,27.6326,27.8537,28.0761,27.2562,27.6384,
20-MAR,9,26.310941435185185,,,,,,,,,,,26.2431,25.6218,26.5944,25.7626,25.4223,25.3877,27.6104,27.952,27.6568,27.2234,27.5072,
21-MAR,9,26.400566435185183,,,,,,,,,,,26.0928,26.207,26.4741,25.961,25.9309,25.3193,27.3585,27.9203,27.2519,26.4938,27.3667,
22-MAR,9,26.466419212962965,,,,,,,,,,,25.961,25.9005,26.5025,26.6622,26.4046,25.5376,27.3154,27.1051,26.8929,26.0288,27.2096,
23-MAR,9,26.400982638888888,,,,,,,,,,,25.7774,25.8665,27.0294,26.7318,26.5591,26.2019,27.1936,26.7789,26.9008,26.0463,27.0116,
24-MAR,9,26.37246111111111,,,,,,,,,,,25.481,26.013,27.5539,26.4531,26.5741,26.772,27.4321,26.9221,27.4762,26.0608,27.1198,
25-MAR,9,26.294903703703703,,,,,,,,,,,25.2884,25.9909,27.1591,26.0545,26.6062,25.7838,27.8431,26.7407,27.4205,26.4226,27.136,
26-MAR,9,26.238305092592594,,,,,,,,,,,25.2703,26.2357,26.0241,25.7048,26.3043,25.6253,28.2502,26.5477,27.1724,26.8065,27.3421,
27-MAR,9,26.189361342592594,,,,,,,,,,,25.3443,26.2473,26.1091,25.4653,25.8798,25.9055,28.3001,26.5331,27.3208,26.8119,27.5959,
28-MAR,9,26.260072453703703,,,,,,,,,,,25.1985,26.3705,25.8908,25.4694,25.7636,26.0738,28.2327,26.3226,27.2378,26.3753,26.6103,
29-MAR,9,26.19349837962963,,,,,,,,,,,24.9709,26.3623,25.3966,25.6409,26.0213,26.5413,27.0976,26.4818,27.4996,26.046,27.0761,
30-MAR,9,26.114076157407407,,,,,,,,,,,25.2611,26.4339,25.2815,25.6546,26.0896,26.9577,26.5304,26.9169,27.3308,26.2153,27.0953,
31-MAR,9,26.04503287037037,,,,,,,,,,,25.5341,26.4982,24.9672,25.8533,26.2395,26.7415,26.1647,27.5193,26.5376,26.3885,26.7278,
