DATE CREATED
2020-11-23T10:03:07+10:00

ATTRIBUTION
http://www.aims.gov.au/docs/cc-attribution.html

DISCLAIMER
http://www.aims.gov.au/docs/disclaimer.html

PRIVACY
http://www.aims.gov.au/docs/privacy-policy.html

COPYRIGHT
http://www.aims.gov.au/docs/cc-copyright.html

COMMENT
"These data are provided by this web service under a Creative Commons License.  Please read the copyright statement and attribute AIMS according to the attribution information above.  All or some data delivered by this service may be provided by a third party and should also be attributed.  The ownership of data will be associated with the deployment information in the data.  If no ownership is supplied, AIMS is the implied owner. "

SENSOR DEFINITIONS
MEA2173 SDI-12 Smart Temperature Sensor 11

UOM DEFINITIONS
Degrees Celsius

STATION
Square Rocks
LATITUDE
-23.09862
LONGITUDE
150.88554

Long term averages
DATE,TOTAL_YEARS,LONG_TERM_AVERAGE,wtemp_LEVEL0_summer_98_99,wtemp_LEVEL0_summer_99_00,wtemp_LEVEL0_summer_00_01,wtemp_LEVEL0_summer_01_02,wtemp_LEVEL0_summer_02_03,wtemp_LEVEL0_summer_03_04,wtemp_LEVEL0_summer_04_05,wtemp_LEVEL0_summer_05_06,wtemp_LEVEL0_summer_06_07,wtemp_LEVEL0_summer_07_08,wtemp_LEVEL0_summer_08_09,wtemp_LEVEL0_summer_09_10,wtemp_LEVEL0_summer_10_11,wtemp_LEVEL0_summer_11_12,wtemp_LEVEL0_summer_12_13,wtemp_LEVEL0_summer_13_14,wtemp_LEVEL0_summer_14_15,wtemp_LEVEL0_summer_15_16,wtemp_LEVEL0_summer_16_17,wtemp_LEVEL0_summer_17_18,wtemp_LEVEL0_summer_18_19,wtemp_LEVEL0_summer_19_20
08-FEB,6,27.428229166666668,,,27.2654,,26.2,27.6479,28.5333,30.3623,26.4246,27.5454,,27.4815,28.3989,28.1301,27.229,,27.2043,27.6108,28.494,26.2296,26.5014,28.6382
09-FEB,6,27.469479166666666,,,27.1171,,26.3681,27.7952,28.4233,30.0973,26.3904,27.6217,,27.1996,28.1839,28.2519,27.2937,,27.2585,27.3464,28.3722,26.3126,26.7591,28.7643
10-FEB,6,27.555381944444445,,,27.0119,,26.3075,28.0658,28.0196,30.2798,26.6223,27.7475,,27.2367,27.8461,28.179,27.4651,,27.1138,27.2151,28.309,26.4978,27.1257,28.9077
11-FEB,6,27.58798611111111,,,27.0869,,26.5217,28.2644,27.6663,30.2642,26.8754,27.5,27.2417,27.724,28.2735,27.4135,,26.8564,27.256,28.4325,26.6408,27.365,28.9682
12-FEB,6,27.58950354609929,,,27.1515,,26.7204,28.4135,27.5367,30.0369,26.9904,27.1683,27.2029,27.4888,27.6019,28.4075,27.3272,,26.8303,27.2855,28.5049,26.9019,27.6115,28.922
13-FEB,5,27.74395833333333,,,27.105,,26.8998,28.7358,27.499,30.0223,26.9804,27.1563,27.2375,27.6223,27.8097,28.6163,27.044,,26.8791,27.2439,28.5367,27.1559,27.8136,28.9176
14-FEB,5,27.80475,,,27.125,,26.9915,28.996,27.2829,30.2233,26.9331,27.0238,27.25,27.9001,27.6356,28.6519,26.8208,,26.7257,27.3505,28.6962,27.1871,27.9018,29.0368
15-FEB,5,27.806166666666666,,,27.1533,,27.0075,29.0296,27.209,30.2592,26.9425,26.6071,27.3608,27.9809,27.4418,28.4051,26.7257,,26.6353,27.5979,28.5782,27.1767,27.9657,29.2018
16-FEB,5,27.789625,,,27.1588,,26.8548,29.1754,27.2696,30.1923,26.92,26.1788,27.6858,27.8152,27.4085,28.0975,26.5399,,26.6035,27.7949,28.5162,27.1863,27.771,29.2606
17-FEB,5,27.822916666666668,,,26.9123,,26.9225,29.3538,27.344,30.1406,26.8033,25.8894,27.4527,27.7828,27.4469,28.0049,26.3571,,26.5388,28.0751,28.5623,27.3472,27.5552,29.5555
18-FEB,5,27.833208333333335,,,26.6188,,27.1575,29.2344,27.2544,30.1465,26.619,25.6504,27.5481,27.6617,27.5115,28.0333,26.15,,26.3793,28.4099,28.6726,27.6013,27.4916,29.7268
19-FEB,5,27.872166666666665,,,26.4977,,27.3827,29.2975,27.2531,30.1398,26.5146,25.5473,27.7894,27.4967,27.6299,28.1228,26.0636,,26.3425,28.1407,28.6772,27.8005,27.5739,29.7098
20-FEB,5,27.88775,,,26.4285,,27.5452,29.3465,27.254,30.0883,26.3492,25.7458,28.159,27.109,27.8142,28.2648,26.3939,,26.1879,28.4055,28.761,27.7148,27.7155,29.694
21-FEB,5,27.885791666666666,,,26.4827,,27.5935,29.3935,27.3769,29.936,26.2388,26.1121,28.426,27.0347,28.0614,28.4426,26.7725,,26.3535,28.3396,28.7784,27.564,27.881,29.7962
22-FEB,5,27.862083333333334,,,26.6679,,27.6852,29.4094,27.4792,29.5838,26.2163,26.3488,28.4069,27.1347,27.9141,28.3971,26.9362,,26.6178,28.1555,28.6594,27.3772,27.9422,29.3604
23-FEB,5,27.85333333333333,,,26.6,,27.8546,29.454,27.554,29.1744,26.3071,26.6725,28.1833,27.5121,27.5114,28.3417,26.9752,,27.1008,27.859,28.3865,27.413,27.7646,28.9385
24-FEB,5,27.827625,,,26.6408,,27.9421,29.4842,27.5688,28.7781,26.4129,26.6548,27.6949,28.2964,27.1622,27.7733,,27.4678,27.508,28.2454,27.4734,27.5116,28.6493
25-FEB,5,27.847583333333333,,,26.7796,,27.8831,29.6529,27.5798,28.5579,26.4694,26.7808,27.3181,27.6461,27.0016,27.4861,,27.2899,27.5312,28.2335,27.583,27.1648,28.5885
26-FEB,5,27.807666666666666,,,26.9629,,27.6488,29.6279,27.611,28.4775,26.4925,26.4588,27.2667,27.1163,27.061,27.353,,27.2769,27.7526,28.1181,27.5724,26.8245,28.7756
27-FEB,5,27.73574561403509,,,27.179,,27.5454,29.509,27.6069,28.4533,26.4246,26.2471,27.2194,27.0107,27.2422,27.2559,,27.5329,27.8081,27.9896,27.7098,26.5426,28.9874
28-FEB,4,27.69317708333333,,,27.3117,,27.7304,29.2448,27.53,,26.5017,26.2194,27.2806,27.2586,27.3767,27.3028,26.5793,,27.8546,28.0391,27.8485,27.8023,26.3537,29.049
29-FEB,1,28.966875,,,,,,29.0527,,,,26.3333,,,,27.3498,,,,27.9111,,,,29.0633
01-MAR,4,27.666458333333335,,,27.3888,,27.8585,29.0248,27.3831,,26.6075,26.201,27.549,27.4203,27.3431,27.2852,26.564,,28.1348,27.7007,27.8472,27.8082,26.1989,28.9124
02-MAR,4,27.579375,,,27.3894,,27.7615,28.5748,27.334,,26.7604,25.9829,27.7171,27.4558,27.4438,27.4215,26.4316,,28.3839,27.5591,27.944,28.0531,26.0463,28.9188
03-MAR,4,27.35859375,,,27.3065,,27.1577,28.0419,27.2654,,26.9617,25.7181,27.6996,27.3547,27.5253,27.5573,,27.8667,27.5535,28.0613,28.1309,25.9042,28.8654
04-MAR,4,27.167083333333334,,,26.9771,,26.68,27.7242,27.1756,,27.0633,25.6077,27.7863,27.3202,27.4572,27.7163,,27.7499,27.4706,28.0815,28.1907,25.8164,28.6491
05-MAR,5,27.120995024875622,,,27.0683,,26.5506,27.2788,27.3848,27.1558,25.484,27.8877,27.6083,27.6313,28.1811,,27.934,27.2161,28.3112,28.3016,25.8072,28.3389
06-MAR,5,27.163375,,,27.2158,,26.5298,26.7052,27.616,28.5492,27.2221,25.3321,27.5417,27.8574,27.3813,28.1033,,,28.1485,26.9276,28.4677,28.3123,25.8315,28.3183
07-MAR,5,27.155833333333334,,,27.3548,,26.4129,27.0813,27.6288,28.6617,27.1544,25.254,27.3617,28.3111,26.8991,27.699,,,28.0734,26.7798,28.5505,28.0786,26.0669,28.5219
08-MAR,5,27.177541666666666,,,27.5317,,26.3906,27.5302,27.415,28.7123,27.2496,25.1504,27.1069,27.9532,26.7201,27.4856,,,28.1358,26.7315,28.3957,27.5575,26.0973,28.2777
09-MAR,5,27.204416666666667,,,27.6788,,26.439,27.7863,27.225,28.8058,27.4544,25.0763,26.7657,27.9063,26.6383,27.6046,,,28.1224,26.8181,28.2123,27.0448,26.2183,28.0938
10-MAR,5,27.241541666666667,,,27.8721,,26.491,27.9233,27.1033,28.8581,27.6488,25.01,,28.0988,26.6037,27.5669,,,28.1769,26.929,28.2701,26.6567,26.3695,27.7944
11-MAR,5,27.260583333333333,,,27.9506,,26.46,27.9977,27.0133,28.7648,27.799,24.9773,,27.7987,26.6491,27.4821,,28.1266,26.9038,28.2913,26.4979,26.5789,27.4416
12-MAR,5,27.19579166666667,,,28.0694,,26.3444,27.9671,26.7517,28.541,27.7898,24.9675,25.7052,27.3131,26.4323,27.3122,,,27.9102,26.8371,28.3476,26.2832,26.7719,27.0955
13-MAR,5,27.1,,,28.2492,,26.1481,27.9556,26.5608,28.2392,27.891,24.9452,26.1181,26.7501,26.3592,27.031,,,27.702,26.7831,28.3834,26.264,26.9209,26.7142
14-MAR,5,26.942333333333334,,,28.2085,,26.1144,27.9225,26.4569,27.9975,27.4948,24.9365,26.14,26.3828,26.2439,26.7625,,,,26.7443,28.387,26.2141,27.1046,26.3366
15-MAR,5,26.839458333333333,,,27.88,,26.2627,27.9752,26.4325,27.7229,27.231,24.9252,26.33,26.3026,26.5149,26.6519,,,,26.8582,28.0887,26.2466,27.0529,26.3352
16-MAR,5,26.824833333333334,,,27.6025,,26.4152,27.9975,26.5129,27.5575,27.0435,24.9242,26.5292,26.2103,26.739,26.6551,,,,26.8248,28.1481,26.4004,26.9185,26.1622
17-MAR,5,26.886333333333333,,,27.776,,26.4435,27.9492,26.72,27.6321,27.0604,24.8831,26.5612,26.0542,26.9073,26.8485,,,,26.9069,28.2527,26.4667,26.9737,25.8679
18-MAR,5,26.869375,,,28.0148,,26.3106,27.8938,26.7373,27.5585,27.03,24.9135,26.5717,25.8286,26.9172,26.695,,,,27.0506,28.4109,26.6286,27.1122,25.6564
19-MAR,5,26.81425,,,28.1365,,26.2894,27.8073,26.7975,27.3533,26.9054,24.851,26.4331,25.5394,26.9466,,,,27.2656,28.4477,26.8415,27.2549,25.5287
20-MAR,5,26.808541666666667,,,28.2031,,26.4013,27.6675,26.86,27.3867,26.8481,24.8433,26.2621,25.353,26.9551,,,,,27.4374,28.3133,26.9531,27.4311,25.5526
21-MAR,5,26.806916666666666,,,28.2792,,26.5492,27.5479,26.946,27.3967,26.8613,24.2981,26.3069,25.426,26.8451,,,,,27.4889,27.9901,26.7964,27.5607,25.7616
22-MAR,6,26.479651567944252,,,28.414,,26.6717,27.1998,26.9775,27.1963,26.8633,25.1269,26.2527,25.4022,26.9565,,,,,27.4272,27.6903,26.4014,27.6043,25.9692
23-MAR,6,26.42375,,,28.4492,,26.8275,26.939,27.0931,26.9956,26.7415,25.1508,26.0883,25.4284,27.3585,,,,,27.3163,27.5556,26.0027,27.6293,26.0881
24-MAR,6,26.43305263157895,,,28.5258,,27.079,26.8596,27.1616,26.9073,26.8017,25.2044,25.9259,25.4899,27.8058,,,,,27.2726,27.6782,25.7392,27.7489,26.0742
25-MAR,6,26.43142361111111,,,28.6483,,27.1733,26.6685,27.2333,26.6948,26.861,25.2902,25.4202,27.5979,,,,,27.1762,27.5821,25.7226,27.8391,25.8801
26-MAR,6,26.453055555555554,,,28.7635,,27.1588,26.5048,27.2742,26.6206,26.8302,25.4671,,25.5127,27.2063,,,,,27.1344,27.3493,25.8026,27.9311,25.8422
27-MAR,6,26.428854166666667,,,28.7888,,27.0579,26.5246,27.2265,26.6915,26.5742,25.6485,25.5368,26.9934,,,,,27.1056,27.3389,25.9054,27.9028,25.7949
28-MAR,6,26.33513888888889,,,28.6919,,26.9865,26.4025,27.0783,26.6775,26.3733,25.6067,25.5098,25.6008,26.4846,,,,,27.0666,27.1517,25.9726,27.6663,25.7049
29-MAR,6,26.255208333333332,,,28.3106,,27.0125,26.2273,27.0158,26.6394,26.4015,25.279,25.4431,25.7006,26.0618,,,,,27.072,27.2149,25.9584,27.5047,25.6926
30-MAR,6,26.265,,,27.7104,,27.131,26.0235,26.9275,26.7517,26.5631,25.2098,25.8134,25.8088,,,,,27.1201,26.9645,25.9156,27.5111,25.7421
31-MAR,6,26.253055555555555,,,27.24,,27.2008,25.9027,26.684,27.086,26.594,25.1933,25.6129,26.0188,25.7151,,,,,27.2651,26.9907,25.9512,27.5132,25.941
