DATE CREATED
2020-11-23T10:02:06+10:00

ATTRIBUTION
http://www.aims.gov.au/docs/cc-attribution.html

DISCLAIMER
http://www.aims.gov.au/docs/disclaimer.html

PRIVACY
http://www.aims.gov.au/docs/privacy-policy.html

COPYRIGHT
http://www.aims.gov.au/docs/cc-copyright.html

COMMENT
"These data are provided by this web service under a Creative Commons License.  Please read the copyright statement and attribute AIMS according to the attribution information above.  All or some data delivered by this service may be provided by a third party and should also be attributed.  The ownership of data will be associated with the deployment information in the data.  If no ownership is supplied, AIMS is the implied owner. "

SENSOR DEFINITIONS
"Omega Interchangeable Thermistors - ON-950-440005, 3000 Ohm @ 25 deg C #DVY1"

UOM DEFINITIONS
Degrees Celsius

STATION
Davies Reef
LATITUDE
-18.83162
LONGITUDE
147.6345

Long term averages
DATE,TOTAL_YEARS,LONG_TERM_AVERAGE,wtemp_LEVEL0_summer_98_99,wtemp_LEVEL0_summer_99_00,wtemp_LEVEL0_summer_00_01,wtemp_LEVEL0_summer_01_02,wtemp_LEVEL0_summer_02_03,wtemp_LEVEL0_summer_03_04,wtemp_LEVEL0_summer_04_05,wtemp_LEVEL0_summer_05_06,wtemp_LEVEL0_summer_06_07,wtemp_LEVEL0_summer_07_08,wtemp_LEVEL0_summer_08_09,wtemp_LEVEL0_summer_09_10,wtemp_LEVEL0_summer_10_11,wtemp_LEVEL0_summer_11_12,wtemp_LEVEL0_summer_12_13,wtemp_LEVEL0_summer_13_14,wtemp_LEVEL0_summer_14_15,wtemp_LEVEL0_summer_15_16,wtemp_LEVEL0_summer_16_17,wtemp_LEVEL0_summer_17_18,wtemp_LEVEL0_summer_18_19,wtemp_LEVEL0_summer_19_20
07-JAN,15,28.357220170454546,28.5467,28.3013,27.2679,29.4765,27.896,28.9538,28.7088,28.7346,27.6153,28.6811,28.7109,28.7694,29.0692,28.2453,27.8432,28.5774,27.8804,28.6972,29.1706,28.6227,28.1734,28.6383
08-JAN,15,28.359838383838383,28.5577,28.341,27.4058,29.3463,27.8498,29.059,28.7348,28.7755,27.7643,28.5651,28.7425,28.87,29.2533,28.348,27.8257,28.6295,27.9194,28.805,28.8289,28.5465,28.1926,28.6247
09-JAN,14,28.298473214285714,28.6581,28.2694,27.4673,29.3327,27.904,29.2273,28.5152,28.5815,27.8976,28.2598,28.6894,28.746,29.585,28.491,28.0181,28.5713,27.9621,28.8824,28.6878,28.557,28.161,28.6217
10-JAN,15,28.307492176386912,29.0348,28.2985,27.4442,29.4856,28.0531,29.2879,27.8927,28.5055,27.9788,28.0785,28.4606,28.3561,29.4479,28.5829,28.238,28.5063,27.9867,28.7358,28.6899,28.651,28.3008,28.5265
11-JAN,15,28.340415277777776,29.2463,28.2098,27.4575,29.5048,28.031,29.3215,27.5231,28.2872,28.1285,28.3234,28.3376,28.136,29.2656,28.6426,28.2161,28.3611,28.1228,28.6094,28.7732,28.7135,28.4413,28.5678
12-JAN,15,28.305022222222224,29.2373,27.861,27.4621,29.4525,28.0796,29.4015,27.415,28.2149,28.2136,28.5167,28.016,28.1777,29.2335,28.6824,28.2992,28.142,28.3259,28.5847,28.9274,28.7642,28.2739,28.6272
13-JAN,15,28.283318055555554,29.2577,27.4456,27.4981,29.3713,28.0502,29.3704,27.4304,28.2572,28.2016,28.4618,27.9031,28.2017,29.3014,28.8645,28.304,27.9835,28.6248,28.5224,29.0109,28.8637,28.1152,28.6906
14-JAN,15,28.285383333333332,29.3179,27.475,27.5056,29.1792,28.004,29.1869,27.3756,28.3341,28.3161,28.5016,27.9522,28.3753,29.2238,28.9027,28.5378,27.8754,28.9115,28.4874,29.0103,28.9349,28.0669,28.7524
15-JAN,15,28.317805555555555,29.2827,27.5208,27.5831,29.1825,28.0971,28.9769,27.4977,28.3667,28.3067,28.4405,28.2356,28.5265,29.0935,28.7305,28.542,27.8953,28.9854,28.5634,28.9463,29.0157,28.1129,28.7758
16-JAN,15,28.332834722222223,29.105,27.6731,27.6988,29.1513,28.1154,28.7223,27.6819,28.3996,28.2177,28.6675,28.3453,28.5431,29.1389,28.6243,28.4769,27.8879,28.9015,28.6893,28.9978,28.7894,28.1144,29.016
17-JAN,15,28.33017688022284,28.9694,27.7419,27.785,29.1552,28.0165,28.8704,27.9458,28.4225,28.0589,28.9589,28.4434,28.6118,29.1747,28.4561,28.6031,27.8138,28.9451,28.8229,29.2373,28.3653,28.1678,28.9279
18-JAN,15,28.339545833333332,28.8779,27.7846,27.9517,29.0727,27.9533,29.0894,28.1048,28.6263,28.0446,29.0644,28.3786,28.8017,29.2383,28.4144,28.6889,27.9162,29.0606,28.705,29.4026,28.2397,28.2496,29.0074
19-JAN,15,28.365534722222222,28.7244,27.9767,28.036,28.7121,28.034,29.1956,28.3135,28.8802,28.0693,29.0075,28.299,29.0772,29.3367,28.5196,28.6765,28.1394,29.2215,28.5119,29.3445,28.1458,28.2899,29.2124
20-JAN,15,28.304356944444443,28.4444,28.2665,27.8531,28.4415,28.1688,28.3608,28.3083,29.0591,27.9386,29.0579,28.4002,29.003,29.2675,28.6649,28.7769,28.3379,29.3316,28.5046,29.3657,28.151,28.2158,29.3091
21-JAN,15,28.29049722222222,28.3581,28.3731,27.8269,28.3969,28.1906,28.3467,28.2356,29.1743,27.8838,28.8199,28.5482,29.0774,29.2862,28.7055,28.6597,28.4599,29.2528,28.4069,29.4983,28.1103,28.1289,29.2848
22-JAN,15,28.278493055555554,28.3721,28.4383,28.0317,28.454,28.2113,28.2815,28.0667,29.1974,27.8768,28.5736,28.7356,28.6213,28.8894,28.7135,28.3303,28.4228,29.0578,28.3263,29.597,28.1177,28.1224,29.181
23-JAN,15,28.32807222222222,28.6033,28.5538,28.2154,28.5519,28.2919,28.2479,28.0181,29.2856,27.941,28.3002,28.7491,28.4746,28.457,28.6935,28.1649,28.5156,29.0404,28.6078,29.7139,28.1494,28.1513,29.1143
24-JAN,15,28.36743611111111,28.7315,28.6435,28.2533,28.664,28.3838,28.3954,28.0404,29.4127,28.0141,28.0583,28.8392,28.4274,28.3934,28.7099,28.2677,28.599,29.0815,28.8051,29.5753,28.1635,28.2378,29.2163
25-JAN,15,28.403425,28.8921,28.804,28.0763,28.8802,28.1508,28.7654,28.1821,29.2712,28.1707,28.0148,28.9081,28.5073,28.5653,28.6696,28.3847,28.6999,29.1653,28.6827,29.4836,28.1428,28.2519,29.3325
