DATE CREATED
2020-11-19T11:36:50+10:00

ATTRIBUTION
http://www.aims.gov.au/docs/cc-attribution.html

DISCLAIMER
http://www.aims.gov.au/docs/disclaimer.html

PRIVACY
http://www.aims.gov.au/docs/privacy-policy.html

COPYRIGHT
http://www.aims.gov.au/docs/cc-copyright.html

COMMENT
"These data are provided by this web service under a Creative Commons License.  Please read the copyright statement and attribute AIMS according to the attribution information above.  All or some data delivered by this service may be provided by a third party and should also be attributed.  The ownership of data will be associated with the deployment information in the data.  If no ownership is supplied, AIMS is the implied owner. "

SENSOR DEFINITIONS
"Omega Interchangeable Thermistors - ON-950-440005, 3000 Ohm @ 25 deg C #HDY2"

UOM DEFINITIONS
Degrees Celsius

STATION
Hardy Reef
LATITUDE
-19.745928
LONGITUDE
149.182583

Long term averages
DATE,TOTAL_YEARS,LONG_TERM_AVERAGE,wtemp_LEVEL1_summer_98_99,wtemp_LEVEL1_summer_99_00,wtemp_LEVEL1_summer_00_01,wtemp_LEVEL1_summer_01_02,wtemp_LEVEL1_summer_02_03,wtemp_LEVEL1_summer_03_04,wtemp_LEVEL1_summer_04_05,wtemp_LEVEL1_summer_05_06,wtemp_LEVEL1_summer_06_07,wtemp_LEVEL1_summer_07_08,wtemp_LEVEL1_summer_08_09,wtemp_LEVEL1_summer_09_10,wtemp_LEVEL1_summer_10_11,wtemp_LEVEL1_summer_11_12,wtemp_LEVEL1_summer_12_13,wtemp_LEVEL1_summer_13_14,wtemp_LEVEL1_summer_14_15,wtemp_LEVEL1_summer_15_16,wtemp_LEVEL1_summer_16_17,wtemp_LEVEL1_summer_17_18,wtemp_LEVEL1_summer_18_19,wtemp_LEVEL1_summer_19_20
01-NOV,9,25.438599531615925,25.6681,26.3019,24.2654,25.7559,25.4312,25.4795,25.9256,25.0141,25.1171,25.999,25.0276,25.08,26.1206,,,
02-NOV,9,25.491870069605568,25.7329,26.2785,24.3792,25.7618,25.4791,25.4203,26.0232,25.0118,25.2451,25.9636,25.1165,25.1568,26.2242,,,
03-NOV,9,25.555985849056604,25.9158,26.2325,24.475,25.8051,25.5218,25.3741,26.0142,25.0646,25.3611,25.881,25.2059,25.2697,26.3511,,,
04-NOV,9,25.647563805104408,25.9956,26.2104,24.6089,25.8898,25.6907,25.445,25.8223,25.1578,25.4131,25.881,25.2951,25.3911,26.4533,,,
05-NOV,9,25.743878504672896,26.0777,26.2631,24.7776,25.9718,25.7669,25.5504,25.7174,25.1777,25.5024,25.9349,25.2473,25.4901,26.5019,,,
06-NOV,9,25.83344651162791,26.1552,26.3779,24.9303,26.0578,25.9225,25.6375,25.8048,25.2201,25.5005,25.9068,25.2372,25.5716,26.6246,,,
07-NOV,9,25.92715972222222,26.2465,26.5085,25.1003,26.1494,26.0876,25.6376,25.8536,25.2722,25.4931,25.8542,25.2778,25.6723,26.7115,,,
08-NOV,9,26.006733644859814,26.2704,26.6044,25.2242,26.2405,26.202,25.6226,25.8256,25.3459,25.5054,25.8491,25.3404,25.7538,26.7267,,,
09-NOV,9,26.076046728971964,26.2815,26.6731,25.3703,26.3385,26.2734,25.6173,25.7367,25.4151,25.5029,25.8734,25.3756,25.8472,26.8111,,,
10-NOV,9,26.125820512820514,26.3415,26.7044,25.4474,26.3372,26.3506,25.5022,25.7013,25.5217,25.5326,25.9253,25.3576,25.8831,26.9254,,,
11-NOV,9,26.17174528301887,26.4154,26.7458,25.5236,26.3404,26.273,25.4422,25.7624,25.6506,25.5883,26.0242,25.3885,25.8955,27.002,,,
12-NOV,9,26.211027906976746,26.499,26.801,25.6032,26.2613,26.2197,25.4602,25.8635,25.7009,25.562,26.0992,25.4274,25.9339,27.0913,,,
13-NOV,9,26.238515081206497,26.5588,26.8473,25.6785,26.1395,26.2247,25.4691,25.9423,25.7217,25.4689,26.1181,25.4765,26.0122,27.204,,,
14-NOV,9,26.26515777262181,26.6213,26.8748,25.728,25.9817,26.2823,25.5142,26.0197,25.7731,25.4307,26.1453,25.575,26.1117,27.2267,,,
15-NOV,9,26.297314814814815,26.7335,26.8877,25.7719,25.8674,26.3293,25.5994,26.0881,25.7947,25.4738,26.2426,25.6907,26.2251,27.1727,,,
16-NOV,9,26.343733178654293,26.8121,26.9392,25.8856,25.8303,26.4059,25.7056,26.129,25.8172,25.5786,26.3544,25.7744,26.3222,26.9938,,,
17-NOV,9,26.360750582750583,26.8748,26.94,25.8319,25.8365,26.4982,25.8402,26.2391,25.8762,25.7383,26.4173,25.8349,26.3684,26.81,,,
18-NOV,9,26.350548837209303,26.9242,26.8398,25.6375,25.8707,26.5768,25.955,26.3028,25.9474,25.862,26.4422,25.9819,26.3637,26.6466,,,
19-NOV,9,26.370761574074074,26.9421,26.8431,25.4873,25.9044,26.6804,26.0772,26.3038,26.0012,25.9863,26.5534,26.1179,26.2942,26.559,,,
20-NOV,10,26.411223557692306,26.9073,26.891,25.3306,25.9682,26.7536,26.2243,26.2864,26.0399,26.1348,26.6501,26.2229,26.1758,26.5274,,,
21-NOV,10,26.390127139364303,26.845,26.9752,25.3026,25.9723,26.8569,26.362,26.2153,26.1376,26.2675,26.789,26.3126,26.1258,26.5124,,,
22-NOV,11,26.386216981132076,26.829,27.0338,25.313,26.0225,26.9676,26.4539,26.1957,26.2671,26.3342,26.9332,26.4228,26.1632,26.5329,,,
23-NOV,10,26.462532710280374,26.8575,27.0715,25.3751,26.1223,27.1244,26.5541,26.1709,26.3457,26.3731,26.8663,26.5414,26.2663,26.6371,,,
24-NOV,10,26.485965357967668,26.6506,27.1056,25.446,26.2251,27.2274,26.5602,26.1597,26.4867,26.4335,26.8627,26.5683,26.3213,26.8001,,,
25-NOV,10,26.452721040189125,26.4569,27.1488,25.4785,26.3293,27.3571,26.5922,26.1192,26.5983,26.4711,26.9517,26.6037,26.3638,26.9187,,,
26-NOV,10,26.46384928229665,26.4015,27.2,25.5134,26.4105,27.4049,26.6325,26.1292,26.6628,26.4647,27.0871,26.6965,26.4236,26.9899,,,
27-NOV,10,26.512341981132074,26.3229,27.2696,25.5989,26.4601,27.438,26.6824,26.1351,26.736,26.4765,27.1988,26.7133,26.5072,26.9172,,,
28-NOV,9,26.548456937799042,26.2835,27.3417,25.6755,26.4873,27.4935,26.7582,26.2114,26.832,26.5228,27.1897,26.7037,26.6424,26.8107,,,
29-NOV,9,26.580948837209302,26.2865,27.3848,25.7627,26.5355,27.5352,26.8044,26.3085,26.8907,26.5655,27.106,26.6387,26.757,26.7374,,,
30-NOV,9,26.62767942583732,26.3077,27.4215,25.8661,26.5763,27.5806,26.8842,26.2753,26.9474,26.6261,27.1281,26.6258,26.8645,26.7838,,,
01-DEC,9,26.703334975369458,26.415,27.4667,25.8786,26.6206,27.7238,26.9869,26.2652,26.9958,26.6581,27.1469,26.6656,26.9246,26.9381,,,
02-DEC,10,26.835549295774648,26.59,27.55,25.9749,26.6803,27.8355,27.0923,26.3756,27.0324,26.7165,27.0533,26.6797,27.0015,27.0742,,,
03-DEC,11,26.868642369020503,26.7133,27.6017,26.0646,26.7356,27.8562,27.1438,26.4306,27.0019,26.8205,26.8835,26.7179,27.0549,27.1921,,,
04-DEC,10,26.898159482758622,26.5102,26.7298,27.7221,26.1574,26.8408,27.8406,27.1416,26.4976,26.9322,26.9124,26.8417,26.7496,27.0292,27.2894,,,
05-DEC,10,26.96613852813853,26.635,26.7492,27.8458,26.2071,26.9624,27.8976,27.0558,26.6814,26.7708,27.0172,26.8878,26.8256,26.9501,27.3554,,,
06-DEC,10,27.043613588110404,26.69,26.7942,27.9531,26.2114,27.068,28.0116,27.0417,26.8494,26.763,27.1509,26.9455,26.8286,26.9388,27.3756,,,
07-DEC,10,27.108923240938168,26.8392,26.8352,28.0444,26.1631,27.1559,28.0424,27.0785,26.9831,26.9492,27.2434,27.0409,26.8772,27.0036,27.4022,,,
08-DEC,10,27.183089361702127,26.9944,26.8906,28.1296,26.1344,27.2469,28.0401,27.0988,27.1193,27.0903,27.1655,27.0422,27.0381,27.0506,27.4938,,,
09-DEC,10,27.254957716701902,27.1429,26.9727,28.1865,26.1225,27.3454,28.0881,27.1548,27.2097,27.2244,27.0658,26.9769,27.1935,27.0838,27.5779,,,
10-DEC,10,27.315891304347826,27.2835,27.0575,28.2519,26.0091,27.4333,28.1621,27.2852,27.2997,27.3412,27.0224,27.0113,27.3751,27.1262,27.6481,,,
11-DEC,10,27.38300422832981,27.4069,27.1548,28.3492,25.9598,27.4886,28.1711,27.352,27.4563,27.431,26.9674,27.1038,27.5467,27.1865,27.6183,,,
12-DEC,10,27.459816631130064,27.515,27.2683,28.414,26.0622,27.5254,28.1755,27.3924,27.4481,27.5552,26.9197,27.2083,27.5477,27.2496,27.4955,,,
13-DEC,10,27.535658008658007,27.6131,27.3604,28.4213,26.1421,27.542,28.24,27.3723,27.4391,27.6751,26.8477,27.3056,27.5221,27.3386,27.3928,,,
14-DEC,10,27.590859275053305,27.6581,27.4456,28.3704,26.2344,27.5478,28.2979,27.3667,27.5438,27.8654,26.7697,27.3595,27.5386,27.413,27.3804,,,
15-DEC,10,27.632094170403587,27.7165,27.5181,28.3677,26.3343,27.5512,28.4019,27.3411,27.6776,27.8554,26.8239,27.3426,27.6792,27.4272,27.4785,,,
16-DEC,9,27.64459232613909,27.7283,27.6067,28.4381,26.4223,27.5668,28.476,27.2797,27.7915,27.7557,26.9274,27.2744,27.7572,27.4142,27.5905,,,
17-DEC,9,27.55989069767442,27.5502,27.6471,28.4944,26.5249,27.6319,28.4047,27.2504,27.8858,27.6251,27.0094,27.1943,27.7947,27.3972,27.665,,,
18-DEC,9,27.51755373831776,27.3792,27.5802,28.5252,26.558,27.7226,28.3788,27.2751,28.0122,27.5166,27.1233,27.1235,27.8234,27.3974,27.7634,,,
19-DEC,9,27.529100233100234,27.2823,27.5625,28.6394,26.4673,27.7764,28.4574,27.3641,28.0674,27.4622,27.2384,27.0415,27.8968,27.3138,27.8145,,,
20-DEC,10,27.56408775981524,27.224,27.6252,28.6606,26.3912,27.8363,28.5206,27.4663,28.0647,27.4467,27.3383,26.9494,27.9537,27.2532,27.8031,,,
21-DEC,9,27.590354166666668,27.2823,27.7267,28.5458,26.367,27.8535,28.5956,27.5827,28.1403,27.4578,27.4135,26.8965,28.0243,27.287,27.8467,,,
22-DEC,9,27.627060185185186,27.4292,27.7517,28.4421,26.3519,27.8877,28.5802,27.6932,28.0272,27.4331,27.4404,26.9061,27.9115,27.3351,27.9134,,,
23-DEC,9,27.64628240740741,27.549,27.7883,28.3667,26.3618,27.9689,28.4298,27.8559,27.9143,27.4338,27.4751,26.9787,27.7499,27.3549,27.8204,,,
24-DEC,9,27.687708333333333,27.6529,27.8229,28.4008,26.4161,28.0796,28.3508,27.9548,27.7845,27.4701,27.3802,27.0965,27.6947,27.3669,27.6725,,,
25-DEC,9,27.72636111111111,27.729,27.8535,28.514,26.5482,28.1744,28.3395,27.9878,27.6319,27.5476,27.3047,27.2245,27.7345,27.4096,27.6651,,,
26-DEC,9,27.728587962962962,27.8277,27.8529,28.6444,26.7453,28.0049,28.3356,28.1263,27.5894,27.6404,27.3908,27.2838,27.801,27.521,27.7084,,,
27-DEC,9,27.733824074074075,27.959,27.7473,28.6535,26.8989,27.8104,28.3474,28.1301,27.5289,27.7476,27.4751,27.391,27.8658,27.6253,27.7478,,,
28-DEC,9,27.745,28.0617,27.7265,28.5788,26.8435,27.6953,28.404,28.1803,27.5047,27.7764,27.5661,27.527,27.9715,27.6686,27.7584,,,
29-DEC,9,27.733141531322506,27.9763,27.7871,28.5038,26.7917,27.5211,28.4244,28.2489,27.6038,27.7273,27.6666,27.6285,28.0924,27.5728,27.8011,,,
30-DEC,9,27.727780092592592,,27.8031,27.7325,28.4658,26.7989,27.4867,28.5178,28.1988,27.7483,27.6305,27.7173,27.717,28.1901,27.3061,27.8885,,,
31-DEC,8,27.59017006802721,,,,26.8199,27.4697,28.5635,28.0895,27.8054,27.5376,27.572,27.7957,28.26,27.2769,28.0321,,,
01-JAN,8,27.520040214477213,27.5683,27.4362,28.2027,26.8709,27.6059,28.5835,28.0057,27.7617,27.4464,27.4723,27.8559,28.3236,27.3231,28.185,,,
02-JAN,8,27.52467362924282,27.5392,27.411,28.3239,26.893,27.6658,28.6118,28.0217,27.7133,27.3423,27.5483,27.9151,28.3368,27.4576,28.3138,,,
03-JAN,8,27.573606770833333,,27.6181,27.5004,28.3247,26.9274,27.6945,28.7312,28.1129,27.7499,27.2716,27.6358,27.9636,28.2691,27.5707,28.4074,,,
04-JAN,8,27.653138743455496,,27.7073,27.685,28.4019,26.9618,27.7432,28.7329,28.1615,27.8082,27.2203,27.6506,27.9619,28.1178,27.7083,28.5046,,,
05-JAN,8,27.745233695652175,,27.8181,27.8208,28.4974,26.9784,27.8239,28.5843,28.184,27.9078,27.2999,27.5941,27.9806,28.0747,27.8599,28.5447,,,
06-JAN,8,27.847441798941798,,27.9748,27.956,28.6188,26.9693,27.9199,28.5143,28.251,28.0285,27.4136,27.5639,28.0503,27.9957,28.0186,28.4394,,,
07-JAN,8,27.943802083333335,,28.0875,28.0352,28.7129,26.9944,28.0792,28.515,28.3216,28.1138,27.5438,27.5336,28.114,27.8808,28.1724,28.1925,,,
08-JAN,8,28.00003125,,28.2071,28.0548,28.7009,27.1065,28.1199,28.5541,28.3122,28.1954,27.6436,27.5234,28.1488,27.8683,28.2819,28.0322,,,
09-JAN,8,28.00318229166667,,28.3556,28.0,28.6211,27.2484,28.0374,28.5546,28.1371,28.2347,27.7261,27.6185,28.1548,27.8776,28.277,28.0744,,,
10-JAN,8,27.9856015625,,28.5225,27.7435,28.557,27.4103,28.0792,28.4657,27.9903,28.3457,27.8064,27.7257,28.1318,27.8985,28.2052,28.1696,,,
11-JAN,8,27.98125,,28.6192,27.5273,28.5252,27.5217,28.1329,28.4071,27.9713,28.3839,27.8977,27.8313,28.0479,27.9333,28.1999,28.1628,,,
