DATE CREATED
2020-11-19T11:39:04+10:00

ATTRIBUTION
http://www.aims.gov.au/docs/cc-attribution.html

DISCLAIMER
http://www.aims.gov.au/docs/disclaimer.html

PRIVACY
http://www.aims.gov.au/docs/privacy-policy.html

COPYRIGHT
http://www.aims.gov.au/docs/cc-copyright.html

COMMENT
"These data are provided by this web service under a Creative Commons License.  Please read the copyright statement and attribute AIMS according to the attribution information above.  All or some data delivered by this service may be provided by a third party and should also be attributed.  The ownership of data will be associated with the deployment information in the data.  If no ownership is supplied, AIMS is the implied owner. "

SENSOR DEFINITIONS
Seabird SBE39-IM with Pressure 4317

UOM DEFINITIONS
Degrees Celsius

STATION,Orpheus Island
LATITUDE,-18.55998
STATION,146.48955

BLEACH THRESHOLDS
SUMMER-BEGINNING,TEMPERATURE,THRESHOLD-DAYS,ACTUAL-DAYS
2005-11-01T00:00:00,29.7,13.8,0
2005-11-01T00:00:00,29.8,10.8,0
2005-11-01T00:00:00,29.9,8.0,0
2005-11-01T00:00:00,30.0,5.0,0
2005-11-01T00:00:00,30.1,1.6,0
2005-11-01T00:00:00,30.2,1.2,0
2005-11-01T00:00:00,30.3,0.8,0
2005-11-01T00:00:00,30.4,0.0,0
2005-11-01T00:00:00,30.5,0.0,0
2005-11-01T00:00:00,30.6,0.0,0
2005-11-01T00:00:00,30.7,0.0,0
2005-11-01T00:00:00,30.8,0.0,0
2006-11-01T00:00:00,29.7,13.8,0
2006-11-01T00:00:00,29.8,10.8,0
2006-11-01T00:00:00,29.9,8.0,0
2006-11-01T00:00:00,30.0,5.0,0
2006-11-01T00:00:00,30.1,1.6,0
2006-11-01T00:00:00,30.2,1.2,0
2006-11-01T00:00:00,30.3,0.8,0
2006-11-01T00:00:00,30.4,0.0,0
2006-11-01T00:00:00,30.5,0.0,0
2006-11-01T00:00:00,30.6,0.0,0
2006-11-01T00:00:00,30.7,0.0,0
2006-11-01T00:00:00,30.8,0.0,0
2007-11-01T00:00:00,29.7,13.8,0
2007-11-01T00:00:00,29.8,10.8,0
2007-11-01T00:00:00,29.9,8.0,0
2007-11-01T00:00:00,30.0,5.0,0
2007-11-01T00:00:00,30.1,1.6,0
2007-11-01T00:00:00,30.2,1.2,0
2007-11-01T00:00:00,30.3,0.8,0
2007-11-01T00:00:00,30.4,0.0,0
2007-11-01T00:00:00,30.5,0.0,0
2007-11-01T00:00:00,30.6,0.0,0
2007-11-01T00:00:00,30.7,0.0,0
2007-11-01T00:00:00,30.8,0.0,0
2008-11-01T00:00:00,29.7,13.8,0
2008-11-01T00:00:00,29.8,10.8,0
2008-11-01T00:00:00,29.9,8.0,0
2008-11-01T00:00:00,30.0,5.0,0
2008-11-01T00:00:00,30.1,1.6,0
2008-11-01T00:00:00,30.2,1.2,0
2008-11-01T00:00:00,30.3,0.8,0
2008-11-01T00:00:00,30.4,0.0,0
2008-11-01T00:00:00,30.5,0.0,0
2008-11-01T00:00:00,30.6,0.0,0
2008-11-01T00:00:00,30.7,0.0,0
2008-11-01T00:00:00,30.8,0.0,0
2009-11-01T00:00:00,29.7,13.8,0
2009-11-01T00:00:00,29.8,10.8,0
2009-11-01T00:00:00,29.9,8.0,0
2009-11-01T00:00:00,30.0,5.0,0
2009-11-01T00:00:00,30.1,1.6,0
2009-11-01T00:00:00,30.2,1.2,0
2009-11-01T00:00:00,30.3,0.8,0
2009-11-01T00:00:00,30.4,0.0,0
2009-11-01T00:00:00,30.5,0.0,0
2009-11-01T00:00:00,30.6,0.0,0
2009-11-01T00:00:00,30.7,0.0,0
2009-11-01T00:00:00,30.8,0.0,0
2010-11-01T00:00:00,29.7,13.8,8
2010-11-01T00:00:00,29.8,10.8,7
2010-11-01T00:00:00,29.9,8.0,7
2010-11-01T00:00:00,30.0,5.0,3
2010-11-01T00:00:00,30.1,1.6,3
2010-11-01T00:00:00,30.2,1.2,1
2010-11-01T00:00:00,30.3,0.8,0
2010-11-01T00:00:00,30.4,0.0,0
2010-11-01T00:00:00,30.5,0.0,0
2010-11-01T00:00:00,30.6,0.0,0
2010-11-01T00:00:00,30.7,0.0,0
2010-11-01T00:00:00,30.8,0.0,0
2011-11-01T00:00:00,29.7,13.8,14
2011-11-01T00:00:00,29.8,10.8,11
2011-11-01T00:00:00,29.9,8.0,8
2011-11-01T00:00:00,30.0,5.0,2
2011-11-01T00:00:00,30.1,1.6,0
2011-11-01T00:00:00,30.2,1.2,0
2011-11-01T00:00:00,30.3,0.8,0
2011-11-01T00:00:00,30.4,0.0,0
2011-11-01T00:00:00,30.5,0.0,0
2011-11-01T00:00:00,30.6,0.0,0
2011-11-01T00:00:00,30.7,0.0,0
2011-11-01T00:00:00,30.8,0.0,0
2012-11-01T00:00:00,29.7,13.8,4
2012-11-01T00:00:00,29.8,10.8,1
2012-11-01T00:00:00,29.9,8.0,0
2012-11-01T00:00:00,30.0,5.0,0
2012-11-01T00:00:00,30.1,1.6,0
2012-11-01T00:00:00,30.2,1.2,0
2012-11-01T00:00:00,30.3,0.8,0
2012-11-01T00:00:00,30.4,0.0,0
2012-11-01T00:00:00,30.5,0.0,0
2012-11-01T00:00:00,30.6,0.0,0
2012-11-01T00:00:00,30.7,0.0,0
2012-11-01T00:00:00,30.8,0.0,0
2013-11-01T00:00:00,29.7,13.8,0
2013-11-01T00:00:00,29.8,10.8,0
2013-11-01T00:00:00,29.9,8.0,0
2013-11-01T00:00:00,30.0,5.0,0
2013-11-01T00:00:00,30.1,1.6,0
2013-11-01T00:00:00,30.2,1.2,0
2013-11-01T00:00:00,30.3,0.8,0
2013-11-01T00:00:00,30.4,0.0,0
2013-11-01T00:00:00,30.5,0.0,0
2013-11-01T00:00:00,30.6,0.0,0
2013-11-01T00:00:00,30.7,0.0,0
2013-11-01T00:00:00,30.8,0.0,0
2014-11-01T00:00:00,29.7,13.8,0
2014-11-01T00:00:00,29.8,10.8,0
2014-11-01T00:00:00,29.9,8.0,0
2014-11-01T00:00:00,30.0,5.0,0
2014-11-01T00:00:00,30.1,1.6,0
2014-11-01T00:00:00,30.2,1.2,0
2014-11-01T00:00:00,30.3,0.8,0
2014-11-01T00:00:00,30.4,0.0,0
2014-11-01T00:00:00,30.5,0.0,0
2014-11-01T00:00:00,30.6,0.0,0
2014-11-01T00:00:00,30.7,0.0,0
2014-11-01T00:00:00,30.8,0.0,0
2015-11-01T00:00:00,29.7,13.8,17
2015-11-01T00:00:00,29.8,10.8,10
2015-11-01T00:00:00,29.9,8.0,2
2015-11-01T00:00:00,30.0,5.0,1
2015-11-01T00:00:00,30.1,1.6,0
2015-11-01T00:00:00,30.2,1.2,0
2015-11-01T00:00:00,30.3,0.8,0
2015-11-01T00:00:00,30.4,0.0,0
2015-11-01T00:00:00,30.5,0.0,0
2015-11-01T00:00:00,30.6,0.0,0
2015-11-01T00:00:00,30.7,0.0,0
2015-11-01T00:00:00,30.8,0.0,0
2016-11-01T00:00:00,29.7,13.8,64
2016-11-01T00:00:00,29.8,10.8,50
2016-11-01T00:00:00,29.9,8.0,27
2016-11-01T00:00:00,30.0,5.0,14
2016-11-01T00:00:00,30.1,1.6,8
2016-11-01T00:00:00,30.2,1.2,6
2016-11-01T00:00:00,30.3,0.8,4
2016-11-01T00:00:00,30.4,0.0,1
2016-11-01T00:00:00,30.5,0.0,0
2016-11-01T00:00:00,30.6,0.0,0
2016-11-01T00:00:00,30.7,0.0,0
2016-11-01T00:00:00,30.8,0.0,0
2017-11-01T00:00:00,29.7,13.8,0
2017-11-01T00:00:00,29.8,10.8,0
2017-11-01T00:00:00,29.9,8.0,0
2017-11-01T00:00:00,30.0,5.0,0
2017-11-01T00:00:00,30.1,1.6,0
2017-11-01T00:00:00,30.2,1.2,0
2017-11-01T00:00:00,30.3,0.8,0
2017-11-01T00:00:00,30.4,0.0,0
2017-11-01T00:00:00,30.5,0.0,0
2017-11-01T00:00:00,30.6,0.0,0
2017-11-01T00:00:00,30.7,0.0,0
2017-11-01T00:00:00,30.8,0.0,0
2018-11-01T00:00:00,29.7,13.8,0
2018-11-01T00:00:00,29.8,10.8,0
2018-11-01T00:00:00,29.9,8.0,0
2018-11-01T00:00:00,30.0,5.0,0
2018-11-01T00:00:00,30.1,1.6,0
2018-11-01T00:00:00,30.2,1.2,0
2018-11-01T00:00:00,30.3,0.8,0
2018-11-01T00:00:00,30.4,0.0,0
2018-11-01T00:00:00,30.5,0.0,0
2018-11-01T00:00:00,30.6,0.0,0
2018-11-01T00:00:00,30.7,0.0,0
2018-11-01T00:00:00,30.8,0.0,0
2019-11-01T00:00:00,29.7,13.8,0
2019-11-01T00:00:00,29.8,10.8,0
2019-11-01T00:00:00,29.9,8.0,0
2019-11-01T00:00:00,30.0,5.0,0
2019-11-01T00:00:00,30.1,1.6,0
2019-11-01T00:00:00,30.2,1.2,0
2019-11-01T00:00:00,30.3,0.8,0
2019-11-01T00:00:00,30.4,0.0,0
2019-11-01T00:00:00,30.5,0.0,0
2019-11-01T00:00:00,30.6,0.0,0
2019-11-01T00:00:00,30.7,0.0,0
2019-11-01T00:00:00,30.8,0.0,0
