DATE CREATED
2020-11-19T11:38:43+10:00

ATTRIBUTION
http://www.aims.gov.au/docs/cc-attribution.html

DISCLAIMER
http://www.aims.gov.au/docs/disclaimer.html

PRIVACY
http://www.aims.gov.au/docs/privacy-policy.html

COPYRIGHT
http://www.aims.gov.au/docs/cc-copyright.html

COMMENT
"These data are provided by this web service under a Creative Commons License.  Please read the copyright statement and attribute AIMS according to the attribution information above.  All or some data delivered by this service may be provided by a third party and should also be attributed.  The ownership of data will be associated with the deployment information in the data.  If no ownership is supplied, AIMS is the implied owner. "

SENSOR DEFINITIONS
Seabird SBE37-IM MicroCat CTD with Pressure 1207

UOM DEFINITIONS
Degrees Celsius

STATION,One Tree Island
LATITUDE,-23.49705
STATION,152.07895

BLEACH THRESHOLDS
SUMMER-BEGINNING,TEMPERATURE,THRESHOLD-DAYS,ACTUAL-DAYS
1999-11-01T00:00:00,29.0,2.0,0
1999-11-01T00:00:00,29.1,0.0,0
2000-11-01T00:00:00,27.5,42.0,0
2000-11-01T00:00:00,27.6,39.0,0
2000-11-01T00:00:00,27.7,34.0,0
2000-11-01T00:00:00,27.8,28.0,0
2000-11-01T00:00:00,27.9,23.0,0
2000-11-01T00:00:00,28.0,22.0,0
2000-11-01T00:00:00,28.1,16.0,0
2000-11-01T00:00:00,28.2,14.0,0
2000-11-01T00:00:00,28.3,11.0,0
2000-11-01T00:00:00,28.4,6.0,0
2000-11-01T00:00:00,28.5,4.0,0
2000-11-01T00:00:00,28.6,3.0,0
2000-11-01T00:00:00,28.7,2.0,0
2000-11-01T00:00:00,28.8,2.0,0
2000-11-01T00:00:00,28.9,2.0,0
2000-11-01T00:00:00,29.0,2.0,0
2000-11-01T00:00:00,29.1,0.0,0
2001-11-01T00:00:00,27.5,42.0,0
2001-11-01T00:00:00,27.6,39.0,0
2001-11-01T00:00:00,27.7,34.0,0
2001-11-01T00:00:00,27.8,28.0,0
2001-11-01T00:00:00,27.9,23.0,0
2001-11-01T00:00:00,28.0,22.0,0
2001-11-01T00:00:00,28.1,16.0,0
2001-11-01T00:00:00,28.2,14.0,0
2001-11-01T00:00:00,28.3,11.0,0
2001-11-01T00:00:00,28.4,6.0,0
2001-11-01T00:00:00,28.5,4.0,0
2001-11-01T00:00:00,28.6,3.0,0
2001-11-01T00:00:00,28.7,2.0,0
2001-11-01T00:00:00,28.8,2.0,0
2001-11-01T00:00:00,28.9,2.0,0
2001-11-01T00:00:00,29.0,2.0,0
2001-11-01T00:00:00,29.1,0.0,0
2002-11-01T00:00:00,27.5,42.0,0
2002-11-01T00:00:00,27.6,39.0,0
2002-11-01T00:00:00,27.7,34.0,0
2002-11-01T00:00:00,27.8,28.0,0
2002-11-01T00:00:00,27.9,23.0,0
2002-11-01T00:00:00,28.0,22.0,0
2002-11-01T00:00:00,28.1,16.0,0
2002-11-01T00:00:00,28.2,14.0,0
2002-11-01T00:00:00,28.3,11.0,0
2002-11-01T00:00:00,28.4,6.0,0
2002-11-01T00:00:00,28.5,4.0,0
2002-11-01T00:00:00,28.6,3.0,0
2002-11-01T00:00:00,28.7,2.0,0
2002-11-01T00:00:00,28.8,2.0,0
2002-11-01T00:00:00,28.9,2.0,0
2002-11-01T00:00:00,29.0,2.0,0
2002-11-01T00:00:00,29.1,0.0,0
2003-11-01T00:00:00,27.5,42.0,0
2003-11-01T00:00:00,27.6,39.0,0
2003-11-01T00:00:00,27.7,34.0,0
2003-11-01T00:00:00,27.8,28.0,0
2003-11-01T00:00:00,27.9,23.0,0
2003-11-01T00:00:00,28.0,22.0,0
2003-11-01T00:00:00,28.1,16.0,0
2003-11-01T00:00:00,28.2,14.0,0
2003-11-01T00:00:00,28.3,11.0,0
2003-11-01T00:00:00,28.4,6.0,0
2003-11-01T00:00:00,28.5,4.0,0
2003-11-01T00:00:00,28.6,3.0,0
2003-11-01T00:00:00,28.7,2.0,0
2003-11-01T00:00:00,28.8,2.0,0
2003-11-01T00:00:00,28.9,2.0,0
2003-11-01T00:00:00,29.0,2.0,0
2003-11-01T00:00:00,29.1,0.0,0
2004-11-01T00:00:00,27.5,42.0,0
2004-11-01T00:00:00,27.6,39.0,0
2004-11-01T00:00:00,27.7,34.0,0
2004-11-01T00:00:00,27.8,28.0,0
2004-11-01T00:00:00,27.9,23.0,0
2004-11-01T00:00:00,28.0,22.0,0
2004-11-01T00:00:00,28.1,16.0,0
2004-11-01T00:00:00,28.2,14.0,0
2004-11-01T00:00:00,28.3,11.0,0
2004-11-01T00:00:00,28.4,6.0,0
2004-11-01T00:00:00,28.5,4.0,0
2004-11-01T00:00:00,28.6,3.0,0
2004-11-01T00:00:00,28.7,2.0,0
2004-11-01T00:00:00,28.8,2.0,0
2004-11-01T00:00:00,28.9,2.0,0
2004-11-01T00:00:00,29.0,2.0,0
2004-11-01T00:00:00,29.1,0.0,0
2005-11-01T00:00:00,27.5,42.0,0
2005-11-01T00:00:00,27.6,39.0,0
2005-11-01T00:00:00,27.7,34.0,0
2005-11-01T00:00:00,27.8,28.0,0
2005-11-01T00:00:00,27.9,23.0,0
2005-11-01T00:00:00,28.0,22.0,0
2005-11-01T00:00:00,28.1,16.0,0
2005-11-01T00:00:00,28.2,14.0,0
2005-11-01T00:00:00,28.3,11.0,0
2005-11-01T00:00:00,28.4,6.0,0
2005-11-01T00:00:00,28.5,4.0,0
2005-11-01T00:00:00,28.6,3.0,0
2005-11-01T00:00:00,28.7,2.0,0
2005-11-01T00:00:00,28.8,2.0,0
2005-11-01T00:00:00,28.9,2.0,0
2005-11-01T00:00:00,29.0,2.0,0
2005-11-01T00:00:00,29.1,0.0,0
2006-11-01T00:00:00,27.5,42.0,0
2006-11-01T00:00:00,27.6,39.0,0
2006-11-01T00:00:00,27.7,34.0,0
2006-11-01T00:00:00,27.8,28.0,0
2006-11-01T00:00:00,27.9,23.0,0
2006-11-01T00:00:00,28.0,22.0,0
2006-11-01T00:00:00,28.1,16.0,0
2006-11-01T00:00:00,28.2,14.0,0
2006-11-01T00:00:00,28.3,11.0,0
2006-11-01T00:00:00,28.4,6.0,0
2006-11-01T00:00:00,28.5,4.0,0
2006-11-01T00:00:00,28.6,3.0,0
2006-11-01T00:00:00,28.7,2.0,0
2006-11-01T00:00:00,28.8,2.0,0
2006-11-01T00:00:00,28.9,2.0,0
2006-11-01T00:00:00,29.0,2.0,0
2006-11-01T00:00:00,29.1,0.0,0
2007-11-01T00:00:00,27.5,42.0,0
2007-11-01T00:00:00,27.6,39.0,0
2007-11-01T00:00:00,27.7,34.0,0
2007-11-01T00:00:00,27.8,28.0,0
2007-11-01T00:00:00,27.9,23.0,0
2007-11-01T00:00:00,28.0,22.0,0
2007-11-01T00:00:00,28.1,16.0,0
2007-11-01T00:00:00,28.2,14.0,0
2007-11-01T00:00:00,28.3,11.0,0
2007-11-01T00:00:00,28.4,6.0,0
2007-11-01T00:00:00,28.5,4.0,0
2007-11-01T00:00:00,28.6,3.0,0
2007-11-01T00:00:00,28.7,2.0,0
2007-11-01T00:00:00,28.8,2.0,0
2007-11-01T00:00:00,28.9,2.0,0
2007-11-01T00:00:00,29.0,2.0,0
2007-11-01T00:00:00,29.1,0.0,0
2008-11-01T00:00:00,27.5,42.0,0
2008-11-01T00:00:00,27.6,39.0,0
2008-11-01T00:00:00,27.7,34.0,0
2008-11-01T00:00:00,27.8,28.0,0
2008-11-01T00:00:00,27.9,23.0,0
2008-11-01T00:00:00,28.0,22.0,0
2008-11-01T00:00:00,28.1,16.0,0
2008-11-01T00:00:00,28.2,14.0,0
2008-11-01T00:00:00,28.3,11.0,0
2008-11-01T00:00:00,28.4,6.0,0
2008-11-01T00:00:00,28.5,4.0,0
2008-11-01T00:00:00,28.6,3.0,0
2008-11-01T00:00:00,28.7,2.0,0
2008-11-01T00:00:00,28.8,2.0,0
2008-11-01T00:00:00,28.9,2.0,0
2008-11-01T00:00:00,29.0,2.0,0
2008-11-01T00:00:00,29.1,0.0,0
2009-11-01T00:00:00,27.5,42.0,0
2009-11-01T00:00:00,27.6,39.0,0
2009-11-01T00:00:00,27.7,34.0,0
2009-11-01T00:00:00,27.8,28.0,0
2009-11-01T00:00:00,27.9,23.0,0
2009-11-01T00:00:00,28.0,22.0,0
2009-11-01T00:00:00,28.1,16.0,0
2009-11-01T00:00:00,28.2,14.0,0
2009-11-01T00:00:00,28.3,11.0,0
2009-11-01T00:00:00,28.4,6.0,0
2009-11-01T00:00:00,28.5,4.0,0
2009-11-01T00:00:00,28.6,3.0,0
2009-11-01T00:00:00,28.7,2.0,0
2009-11-01T00:00:00,28.8,2.0,0
2009-11-01T00:00:00,28.9,2.0,0
2009-11-01T00:00:00,29.0,2.0,0
2009-11-01T00:00:00,29.1,0.0,0
2010-11-01T00:00:00,27.5,42.0,0
2010-11-01T00:00:00,27.6,39.0,0
2010-11-01T00:00:00,27.7,34.0,0
2010-11-01T00:00:00,27.8,28.0,0
2010-11-01T00:00:00,27.9,23.0,0
2010-11-01T00:00:00,28.0,22.0,0
2010-11-01T00:00:00,28.1,16.0,0
2010-11-01T00:00:00,28.2,14.0,0
2010-11-01T00:00:00,28.3,11.0,0
2010-11-01T00:00:00,28.4,6.0,0
2010-11-01T00:00:00,28.5,4.0,0
2010-11-01T00:00:00,28.6,3.0,0
2010-11-01T00:00:00,28.7,2.0,0
2010-11-01T00:00:00,28.8,2.0,0
2010-11-01T00:00:00,28.9,2.0,0
2010-11-01T00:00:00,29.0,2.0,0
2010-11-01T00:00:00,29.1,0.0,0
2011-11-01T00:00:00,27.5,42.0,0
2011-11-01T00:00:00,27.6,39.0,0
2011-11-01T00:00:00,27.7,34.0,0
2011-11-01T00:00:00,27.8,28.0,0
2011-11-01T00:00:00,27.9,23.0,0
2011-11-01T00:00:00,28.0,22.0,0
2011-11-01T00:00:00,28.1,16.0,0
2011-11-01T00:00:00,28.2,14.0,0
2011-11-01T00:00:00,28.3,11.0,0
2011-11-01T00:00:00,28.4,6.0,0
2011-11-01T00:00:00,28.5,4.0,0
2011-11-01T00:00:00,28.6,3.0,0
2011-11-01T00:00:00,28.7,2.0,0
2011-11-01T00:00:00,28.8,2.0,0
2011-11-01T00:00:00,28.9,2.0,0
2011-11-01T00:00:00,29.0,2.0,0
2011-11-01T00:00:00,29.1,0.0,0
2012-11-01T00:00:00,27.5,42.0,22
2012-11-01T00:00:00,27.6,39.0,18
2012-11-01T00:00:00,27.7,34.0,15
2012-11-01T00:00:00,27.8,28.0,13
2012-11-01T00:00:00,27.9,23.0,10
2012-11-01T00:00:00,28.0,22.0,8
2012-11-01T00:00:00,28.1,16.0,5
2012-11-01T00:00:00,28.2,14.0,5
2012-11-01T00:00:00,28.3,11.0,4
2012-11-01T00:00:00,28.4,6.0,2
2012-11-01T00:00:00,28.5,4.0,2
2012-11-01T00:00:00,28.6,3.0,2
2012-11-01T00:00:00,28.7,2.0,2
2012-11-01T00:00:00,28.8,2.0,2
2012-11-01T00:00:00,28.9,2.0,2
2012-11-01T00:00:00,29.0,2.0,0
2012-11-01T00:00:00,29.1,0.0,0
2013-11-01T00:00:00,27.5,42.0,0
2013-11-01T00:00:00,27.6,39.0,0
2013-11-01T00:00:00,27.7,34.0,0
2013-11-01T00:00:00,27.8,28.0,0
2013-11-01T00:00:00,27.9,23.0,0
2013-11-01T00:00:00,28.0,22.0,0
2013-11-01T00:00:00,28.1,16.0,0
2013-11-01T00:00:00,28.2,14.0,0
2013-11-01T00:00:00,28.3,11.0,0
2013-11-01T00:00:00,28.4,6.0,0
2013-11-01T00:00:00,28.5,4.0,0
2013-11-01T00:00:00,28.6,3.0,0
2013-11-01T00:00:00,28.7,2.0,0
2013-11-01T00:00:00,28.8,2.0,0
2013-11-01T00:00:00,28.9,2.0,0
2013-11-01T00:00:00,29.0,2.0,0
2013-11-01T00:00:00,29.1,0.0,0
2014-11-01T00:00:00,27.5,42.0,54
2014-11-01T00:00:00,27.6,39.0,48
2014-11-01T00:00:00,27.7,34.0,44
2014-11-01T00:00:00,27.8,28.0,41
2014-11-01T00:00:00,27.9,23.0,39
