DATE CREATED
2020-11-19T11:38:30+10:00

ATTRIBUTION
http://www.aims.gov.au/docs/cc-attribution.html

DISCLAIMER
http://www.aims.gov.au/docs/disclaimer.html

PRIVACY
http://www.aims.gov.au/docs/privacy-policy.html

COPYRIGHT
http://www.aims.gov.au/docs/cc-copyright.html

COMMENT
"These data are provided by this web service under a Creative Commons License.  Please read the copyright statement and attribute AIMS according to the attribution information above.  All or some data delivered by this service may be provided by a third party and should also be attributed.  The ownership of data will be associated with the deployment information in the data.  If no ownership is supplied, AIMS is the implied owner. "

SENSOR DEFINITIONS
"Omega Interchangeable Thermistors - ON-950-440005, 3000 Ohm @ 25 deg C #MYR2"

UOM DEFINITIONS
Degrees Celsius

STATION
Myrmidon Reef
LATITUDE
-18.274247
LONGITUDE
147.381736

Long term averages
DATE,TOTAL_YEARS,LONG_TERM_AVERAGE,wtemp_LEVEL1_summer_98_99,wtemp_LEVEL1_summer_99_00,wtemp_LEVEL1_summer_00_01,wtemp_LEVEL1_summer_01_02,wtemp_LEVEL1_summer_02_03,wtemp_LEVEL1_summer_03_04,wtemp_LEVEL1_summer_04_05,wtemp_LEVEL1_summer_05_06,wtemp_LEVEL1_summer_06_07,wtemp_LEVEL1_summer_07_08,wtemp_LEVEL1_summer_08_09,wtemp_LEVEL1_summer_09_10,wtemp_LEVEL1_summer_10_11,wtemp_LEVEL1_summer_11_12,wtemp_LEVEL1_summer_12_13,wtemp_LEVEL1_summer_13_14,wtemp_LEVEL1_summer_14_15,wtemp_LEVEL1_summer_15_16,wtemp_LEVEL1_summer_16_17,wtemp_LEVEL1_summer_17_18,wtemp_LEVEL1_summer_18_19,wtemp_LEVEL1_summer_19_20
01-NOV,18,26.458876744186046,27.0808,27.1529,26.2981,26.6248,25.6286,26.3106,26.2585,25.8275,27.0051,,,,,,,26.3441,26.8515,25.6239
02-NOV,19,26.512037569060773,27.121,26.9631,26.7477,26.5877,25.6597,26.3448,26.408,25.8504,26.9958,,,,,,,26.2631,26.7572,25.6621
03-NOV,19,26.52112319644839,27.0221,26.9633,26.4654,26.5683,25.8016,26.5446,26.3983,26.0688,26.7975,,,,,,,26.5914,26.6189,25.7635
04-NOV,19,26.608824053452114,26.9319,27.2019,26.6144,26.6588,26.0717,26.5774,26.5871,26.2681,26.8108,,,,,,,26.8842,26.8887,25.8299
05-NOV,19,26.722416851441242,26.8556,27.3458,26.7831,26.686,25.919,26.7294,26.8969,26.0845,26.9455,,,,,,,26.8595,26.9642,25.8281
06-NOV,19,26.78620907079646,26.8179,27.4615,26.9077,26.7494,25.877,26.9658,27.1284,25.9981,26.8505,,,,,,,27.2493,26.9897,25.9433
07-NOV,19,26.823208839779006,27.0435,27.5165,27.1498,26.9763,26.0122,26.9269,27.1808,26.0756,26.781,,,,,,,27.4149,27.0273,26.0538
08-NOV,19,26.89023154362416,27.3154,27.5627,27.2104,26.961,25.984,26.9582,27.2749,26.159,26.824,,,,,,,27.4595,27.2243,26.2347
09-NOV,19,26.942935982339957,27.3748,27.864,27.2571,27.0013,26.1569,27.2626,27.1506,26.1483,26.8674,,,,,,,27.1883,27.2463,26.2964
10-NOV,19,27.0113300330033,26.9527,27.879,27.2496,27.2254,26.1546,27.4109,26.6892,26.1112,26.883,,,,,,,27.1749,27.1858,26.2036
11-NOV,19,26.99795571095571,26.7135,27.469,27.2975,27.2302,26.2546,27.3738,27.1586,26.2076,27.027,,,,,,,26.8918,26.9203,26.2615
12-NOV,19,27.039824137931035,26.6748,27.159,27.2323,27.3256,26.3313,27.0414,27.1084,26.0338,27.0869,,,,,,,26.6759,27.0656,26.1133
13-NOV,19,27.033528143712577,26.5202,27.1454,27.3019,27.4002,26.5261,27.1307,27.1135,25.901,27.04,,,,,,,26.6577,27.0728,26.3553
14-NOV,19,27.14436883408072,26.7933,27.2467,27.3704,27.3794,26.4734,27.0975,27.3291,26.0798,27.0292,,,,,,,26.5615,27.1181,26.4855
15-NOV,19,27.196419932810752,26.745,27.4529,27.2819,27.4533,26.5828,27.1606,27.2967,26.0336,27.0893,,,,,,,26.4499,27.1198,26.4689
16-NOV,19,27.213392699115044,27.1708,27.415,27.366,27.4808,26.1331,27.0855,27.1987,26.2339,27.2199,,,,,,,26.4117,27.0688,26.629
17-NOV,19,27.17610428100988,27.2313,27.0438,27.4594,27.4235,25.7171,27.104,27.2711,26.4382,27.4572,,,,,,,26.4553,27.2935,26.8496
18-NOV,19,27.19916391639164,27.2583,27.1106,27.1538,27.1817,25.7207,26.9477,27.478,26.5175,27.5757,,,,,,,26.5063,27.1465,26.8593
19-NOV,19,27.298440315315315,27.349,27.5788,27.3992,27.2385,25.9698,26.9288,27.3286,26.3928,27.4735,,,,,,,26.5448,27.1732,26.7333
20-NOV,19,27.30619129438717,26.9502,27.6604,27.4323,27.4852,25.9516,26.9801,27.5129,26.3795,27.3302,,,,,,,26.7735,27.3025,26.8788
21-NOV,19,27.297976457399102,27.0238,28.0069,27.3494,27.4427,25.9208,27.0003,27.6345,26.8236,27.2645,,,,,,,26.6517,27.4687,26.8476
22-NOV,19,27.311877412031784,27.2183,27.4598,27.5206,27.5044,25.944,26.9335,27.5728,26.9075,27.2564,,,,,,,26.7057,27.5637,26.789
23-NOV,19,27.3715117581187,27.1788,27.4289,27.4073,27.4227,26.1108,27.0429,27.7648,26.9446,27.3375,,,,,,,26.8508,27.6841,26.7699
24-NOV,19,27.339578285714285,27.2198,27.1919,27.0458,27.281,26.1261,27.2948,27.6508,26.9066,27.4497,,,,,,,26.9367,27.8494,26.8208
25-NOV,19,27.34635866983373,26.9631,27.417,27.0765,27.6783,26.0915,27.337,27.7325,27.3941,,,,,,,26.9715,27.7305,26.9156
